PCo1,PCo2,P.copri
0.156754448,-0.109654755,0.01224
0.18253318,-0.164479032,0.28351
-0.236975809,0.073092043,23.4658
-0.533753221,-0.182847425,62.57895
0.110314526,0.097339204,0
-0.48340088,-0.071815754,58.52024
0.162187871,-0.083603692,0.00121
-0.338502352,0.024976487,39.11385
0.159681174,-0.110912415,0.01342
0.118886872,-0.146858413,0
-0.008365203,-0.126762196,7.19733
0.109073818,-0.248116487,0.00996
0.048907879,0.114645477,0.01824
-0.007553045,0.327420475,0.1714
0.104178516,0.094265335,0
0.065063609,0.034637895,0.02654
0.005900695,0.171756018,3.16157
-0.248688785,0.062332588,19.31806
0.087226592,-0.218859164,0
0.112752108,-0.217956951,0.01558
0.115526935,-0.01766882,0.00205
0.138605961,-0.148097625,0
-0.222865529,-0.131563147,23.6263
0.046289858,0.216041425,0.23108
0.074269748,0.079501707,0.00828
0.094119534,0.250029554,0.49428
0.074463336,-0.03096265,0
-0.113169541,-0.027922223,12.75327
0.04345068,0.166349424,0.01342
0.122813548,-0.062718211,0.10045
0.11391021,0.222243041,0.0085
0.066239436,0.070883888,0.01005
0.092318175,-0.14451161,0.01465
-0.498882784,0.099405619,52.53805
0.147636553,-0.013325604,0
0.118225484,-0.011151131,0
0.062907977,-0.169884496,0.07155
0.15001146,0.024463833,0.01357
0.038541741,-0.143283196,4.32562
-0.091475971,0.154778587,3.80638
0.077719175,-0.005843953,0.00192
0.11346972,0.176029706,0.02664
0.127971002,-0.030842386,0.00582
0.066625492,0.031457819,0.56789
-0.557643717,0.120500929,56.82911
0.10127199,0.235953289,0.02039
-0.202485244,-0.146504225,21.78648
-0.334642418,-0.224486603,27.05199
0.17530518,-0.100513357,0.22259
0.164171109,-0.095095014,0.01179
0.055071271,0.036159649,0.09507
-0.058631964,0.270004035,1.45498
0.020067707,0.109677843,0.00506
0.05792185,0.135817744,0.0477
-0.013110527,0.198343672,2.71267
0.111533783,-0.068146276,0.01564
0.029023983,-0.205625937,0.00218
-0.002709348,0.175977756,1.67279
0.111187828,0.050699522,0.08269
0.085154327,0.059390651,0.01214
0.044589777,0.235925126,0.92446
-0.002620987,0.137869761,1.3439
0.072890843,-0.14634345,0.14072
-0.396462355,-0.11325506,42.42592
0.023842177,-0.064546596,0.00504
0.063053103,0.119497069,1.61336
0.122246319,-0.160943042,0
0.177629911,-0.081347183,0
0.058058058,0.156974289,0.01797
0.036424228,-0.166353014,0.00565
0.047970571,-0.075619679,0.00569
0.100323732,-0.066413329,0.03003
0.142502107,-0.02845692,0.06789
-0.289852369,-0.228407497,29.66292
-0.459675184,-0.108051793,42.38176
0.131795631,-0.132831127,0.01759
-0.497751616,0.052240117,46.49655
0.1487803,-0.067975911,0.02164
0.101225574,0.290011641,0.02387
0.11677535,0.004168793,0.00626
0.091365494,-0.089083089,1.84263
-0.019202973,0.335243275,0.7992
-0.10831547,-0.030832358,14.10393
0.087606497,0.071907033,0.0412
0.040002797,0.142730952,0.02654
0.14220825,-0.231961394,0
0.193231487,-0.174725647,0.02705
0.124177984,-0.156846629,0.02541
0.095297072,-0.07353593,0.06801
0.024900378,0.196101669,0.00548
0.052525862,0.025009321,0.05694
0.169823187,-0.136612448,0.02751
-0.040848952,0.506646626,0.50342
0.031287544,-0.115663004,5.92407
0.024361672,0.06356083,0.12625
0.141480277,-0.007090148,0.07578
0.154750154,-0.088483685,0.03712
-0.095340675,0.322558891,4.80466
0.106969902,0.147484937,0.04495
0.116255358,0.055345813,0.05527
0.093758071,0.003234907,0.02729
0.084294417,-0.006137523,0.01503
0.144568679,-0.192846494,0.01842
0.108070324,0.054112269,0.01247
0.03692621,0.084822725,0.06176
0.157019697,-0.0461883,0.00917
-0.384857924,-0.168768843,49.23737
-0.250523667,-0.112606735,19.09406
0.068296326,-0.009145477,0.05061
0.117696116,-0.099176376,0.04142
-0.287986208,-0.191284804,32.28674
-0.671602156,-0.116955011,67.07147
0.089577161,-0.150096705,0.0371
0.00420422,-0.092080877,8.98548
-0.040681147,0.039995394,10.8233
0.079672168,0.044183892,0.01465
0.048362538,-0.091083201,0
-0.003764218,0.381341534,0.75436
0.020027138,-0.149954917,0.02075
-0.244157655,0.293140867,16.48976
-0.207572639,-0.151520962,24.81692
0.123336821,0.027329615,0.01405
-0.008858423,0.141305008,0.08703
-0.004747941,-0.000583637,0
-0.023698554,0.250700883,5.71761
0.074879226,0.098154768,0.73834
-0.009542454,0.238270258,0.00654
0.032146516,0.077807194,0.01832
0.155406827,-0.217566981,0.05885
-0.407139826,0.03598662,44.27453
-0.318810834,-0.054921155,31.86722
-0.399619516,-0.191000605,47.16073
0.172628936,-0.124637535,0.00129
0.176351081,-0.124579316,0.01463
0.132483122,-0.228451133,0.02415
0.076941207,0.041374511,0.02663
0.126947999,-0.138839605,0.24115
0.095578679,-0.058842451,0.00603
0.072922651,0.052337523,0.05446
-0.126823731,-0.169575315,13.04907
0.017962195,0.017205695,0.02336
0.150471608,-0.092876554,0.03667
0.128141546,-0.19053106,0
-0.284827151,-0.08885352,30.80376
-0.031342039,0.015954416,0.01285
-0.635823413,-0.097038277,83.92168
-0.235364511,0.055921526,25.6572
0.02023399,0.029689463,0.86914
-0.511097687,-0.0947234,46.54697
0.0819967,0.047731309,0.33015
0.106383815,0.034555432,0.00418
0.103125461,-0.156333777,0.03939
-0.019189716,0.265739891,2.94933
0.054644348,-0.01406408,0.04492
0.109718698,-0.047459066,0.01372
0.056119904,-0.056655297,0.01461
-0.001903442,0.408460356,0.24977
-0.002601044,0.123101572,5.32287
0.104116561,-0.114410929,0.08162
0.074190572,-0.108191188,0.01877
-0.384472797,0.163613092,37.62738
0.107739271,0.075819138,0.02861
-0.003344156,0.013090746,2.0317
0.091189862,-0.063657759,0.04542
0.047051751,-0.022077076,0.00475
0.030885204,0.120684949,2.17941
0.141709033,-0.075856629,0.0269
0.088913421,0.080355665,0.05024
0.026241654,0.367072821,0
0.010805476,0.039671214,0.1865
0.158425092,0.030577733,0.01989
0.15470634,-0.164984621,0.00728
-0.127434962,-0.108762363,15.09089
0.162721729,-0.132240528,0.00066
-0.512148055,-0.137432514,65.75893
-0.022175348,0.088809577,6.38066
0.100564596,0.067089666,0.02105
0.108604332,-0.044722824,0.11557
0.14214027,0.033914678,0.0632
-0.036628003,-0.043126011,9.83121
0.041735389,-0.137640849,0.0634
-0.164529965,-0.148111669,19.65616
0.037951749,-0.025720383,1.55394
0.108759227,0.044467726,0.03497
0.089429144,-0.052589111,0.16305
0.153692497,-0.127018389,0.02557
0.140037016,-0.047024557,0.01831
0.091755272,0.037153226,0.29336
-0.227026234,-0.130886549,26.3074
0.111602115,0.026313633,0.02646
0.086762393,0.00916381,0.03638
-0.188927372,-0.020760198,19.82396
0.124023534,-0.206148124,0.00893
0.03700936,0.157966666,0.0402
0.07891612,0.112601759,0.20856
0.086374419,-0.20084968,0.0493
0.092565166,-0.039110408,0.60349
0.077170768,0.152621087,0.04378
0.176376956,-0.132569561,0.01166
0.081892674,0.017688201,0.04108
0.112719613,-0.092820076,0.03624
0.112375226,0.059993331,0.03668
0.027225631,-0.155738422,3.87677
0.103372057,-0.034859958,3.88474
0.087470345,0.075144677,0.68949
-0.485427829,-0.226050296,35.99327
0.07367108,0.022022876,0.0128
-0.044935702,-0.141877363,5.61125
-0.064832217,-0.026975347,7.34666
-0.03139404,0.092949782,7.55219
0.061009818,-0.117139259,0.03535
0.037621118,0.304429962,0.60856
-0.011764837,0.042146665,0.08351
-0.058609626,0.00453979,9.72637
0.072042453,0.017440281,1.43997
0.164800277,-0.172193782,0.01284
0.150257118,-0.268196823,0.04165
0.116126153,-0.043364248,0.04805
0.18453733,-0.253171192,0.00369
0.124797517,0.021556772,0.01545
0.036386067,-0.021843545,1.5206
-0.027783962,-0.020076865,0.00342
-0.435836583,-0.205853381,55.63568
0.140071096,0.016918858,0.08663
-0.001375503,0.144707085,0.06997
-0.591153446,-0.024174918,77.23746
0.052173921,0.119187919,1.87701
0.078837914,0.267044787,0.31003
0.055912444,0.269513506,0.02475
-0.586459705,-0.16847103,73.04313
0.141489522,-0.041036096,0.00985
0.119783801,0.080744247,0.03704
-0.457848068,-0.151361437,49.17309
0.085413341,-0.056168187,0.04138
0.069284449,-0.140845074,0.01968
0.098100515,-0.224309742,0.05236
-0.633849228,-0.116451571,89.24247
0.033174364,0.068663098,3.96344
-0.627540246,-0.140418159,87.77892
0.089466976,-0.108102953,0.01029
0.081747769,-0.116971978,0.01793
-0.084457982,0.130308733,9.87287
-0.279417523,0.096863691,24.1351
0.027071259,0.203914141,0.18935
-0.012737065,0.143157528,0.01527
-0.240004383,0.1535556,25.56006
0.10610955,-0.080155822,0.01805
-0.235256197,-0.172639886,23.31158
-0.279927411,-0.022802773,28.38596
-0.462190976,0.222041644,32.05804
-0.030759068,-0.161781336,9.06054
0.069162963,0.215874755,0.00221
0.133021763,-0.114177852,0.02686
-0.011834238,0.309795764,0.01111
0.082301043,0.01098989,0.05289
0.135340634,0.173638375,0.05778
0.047649153,0.146606635,0.00849
0.108420638,-0.125753773,0.03121
0.031764965,0.161139267,0.77904
0.079195709,0.002577005,0.77491
0.088118558,-0.084141431,0.00145
0.060649307,0.210337185,0.09163
-0.066990089,-0.192912427,11.87428
0.020507905,0.092223854,0.00869
-0.004628477,0.348278822,0.0128
-0.203915689,0.079847264,17.01883
-0.187194914,-0.16957633,15.59872
0.007585509,0.087918258,2.12688
0.144327329,-0.031274179,0.14188
0.032901678,0.099930608,0.05028
0.040632736,0.035990913,0.01
-0.38569281,-0.105357487,44.21655
-0.356011942,-0.102835461,38.88818
-0.589115659,-0.141636241,78.14741
-0.455636404,-0.055552551,43.42964
0.18078249,-0.075388144,0.07167
0.056918149,0.19528406,0.03744
0.009507092,0.092582668,2.97365
0.089203517,-0.128793999,0.00196
-0.430185643,-0.121695369,57.61718
0.101380557,0.006600888,0.01875
-0.180392097,0.016019651,18.53311
0.138368261,0.04539213,0.03475
0.059885296,0.182645139,0.01753
0.068573461,0.027612626,0.00434
0.12765574,0.035274608,0.01106
0.097711844,-0.137427564,0.00154
0.078831306,0.032602559,0.01355
0.147687732,0.023059335,0
0.054828635,0.169001713,0.00603
-0.342899048,-0.006757149,31.16719
-0.240901582,-0.11412975,30.97586
0.136148955,-0.059575041,0.00784
0.056118664,0.170457913,0.00551
0.133522306,-0.024772151,0
0.016396674,0.159671569,0.36107
0.125568516,-0.052065861,0.01022
-0.009750181,0.274722613,1.11181
0.148179149,-0.220934142,0.00809
0.025905835,0.128458599,0.02105
-0.323256313,-0.030387036,24.12144
0.038589008,0.04370689,0.00882
0.1315674,-0.256965387,0.02976
-0.451224982,-0.156904233,50.2141
-0.01596634,-0.182559912,0.00618
0.104015409,0.025718275,0.00686
0.038331562,-0.052914687,0.00718
0.147914665,0.035454881,0.02902
0.040334214,0.165514393,0.69148
0.025259734,0.112391143,0
0.179693132,-0.031939224,0.00946
-0.058412341,0.350046349,2.41819
-0.367007172,0.185337316,33.31232
-0.006858925,0.239893555,0.55636
-0.166157211,0.145779227,16.50131
-0.439031331,-0.090057442,49.53493
-0.167598197,0.000474912,15.79733
-0.00277001,-0.18042706,9.37394
0.083628028,-0.105561552,0
0.098963772,-0.041731289,0.00392
0.185790721,-0.147347252,0.00917
-0.003991101,0.007512676,9.45369
-0.090631659,0.065141902,9.58905
-0.453766013,-0.208419159,49.705
0.035637149,0.158878654,0.00808
0.192821869,-0.172147892,0.0242
0.152596161,-0.095955567,0.02315
0.157156183,-0.194671729,0.03965
0.100172365,0.076915483,0.00657
0.169678604,-0.051812167,0.06907
0.120973151,0.141963892,0.00748
0.007336523,0.168589346,4.4511
0.02158981,-0.095765617,0.00678
0.10859027,0.086507978,0.00362
-0.131745254,0.051358167,15.61594
0.052799402,0.236097214,1.15342
-0.296950688,-0.080281626,27.87663
-0.040031875,-0.008045276,0.32585
0.030065723,0.177647792,0.49392
0.098395446,0.020687816,0.02258
0.165608011,-0.192748025,0.10881
0.023833762,-0.173125119,0.011
-0.024250883,0.015656026,0.00083
-0.055171531,-0.090626465,8.97851
0.033327621,0.285936111,0.02548
-0.471693136,-0.030343927,48.54401
0.115775105,-0.034325431,0.02787
-0.026830857,-0.02415064,5.85119
0.123761278,-0.183632791,0.00561
0.102292947,0.195100143,0.0179
0.096123847,0.12536208,0.07772
-0.007107298,-0.01018174,0
-0.422323109,-0.130569548,41.42179
0.013145309,0.186692263,2.31682
-0.260292749,0.277217891,14.00957
-0.014626904,0.37081824,0.10501
0.074724002,0.138213009,0
0.091055964,0.131681474,0
0.18171355,-0.123076131,0.01696
0.014663553,0.209453471,1.48341
-0.136513404,0.141548671,12.92029
0.117745213,0.03286845,0.06686
0.048745248,0.063425311,0.03969
-0.076356591,-0.008267639,12.64225
0.151976507,-0.11752891,0
0.107750718,-0.102791407,0.01657
0.087871983,-0.122235863,0.0335
0.144680717,0.018432219,0
0.047730283,0.084246572,0.03621
0.054848706,-0.156921796,0
0.065828916,-0.072751274,0.00519
-0.472395065,-0.072055463,56.86891
0.089295281,0.060296249,0.15956
-0.024146325,0.204773109,2.12284
-0.606440596,-0.15398633,79.1668
0.115396405,0.092642268,0.03873
0.038545958,0.135746541,0.00822
0.058023478,0.045240128,2.38992
0.120064753,-0.02398362,0.02186
0.122656592,-0.010168297,0.00771
-0.228946199,-0.025105187,18.56158
-0.020433705,0.118711111,6.17266
0.106863824,0.10438728,0
0.145370426,-0.116248247,0.00935
-0.012458996,0.173935805,5.10309
0.130704746,0.151064953,0
-0.344564974,-0.122129026,26.00601
-0.089067154,0.346091291,1.53883
0.000841865,0.233452197,0.42942
0.055911965,-0.041815983,0.14213
0.03118026,0.248288833,0.18368
0.054013437,0.244786918,0
0.137399142,0.000970133,0.21399
0.04548102,0.045842805,0.06686
-0.473857996,0.030675475,43.18168
0.106309691,0.065343629,0.00753
0.073368715,0.160448155,0.01738
0.061442342,0.017629126,0.00347
0.045420744,-0.032857906,0.02093
0.089119617,0.080057459,0
-0.524632926,-0.117512404,52.77736
-0.11793568,0.401153387,7.10604
0.092743027,-0.100234826,0
0.091512419,0.071470731,0.00762
0.079147012,0.149890603,0
-0.056615677,-0.109858065,12.70756
0.101062981,0.149991791,0
0.094043149,-0.12386615,0
0.143654093,-0.076160405,0.01551
0.077420449,-0.249052939,0
0.008970562,0.041198949,0.75201
-0.188665374,0.105024739,16.69381
0.086188992,0.166621083,0
-0.064147891,-0.048211058,0.03215
0.161198089,-0.092427742,0
0.113809116,0.00658865,0.01679
0.015759012,0.330609839,1.93172
0.009299231,0.244189277,0.05908
-0.013477923,0.075101602,4.54662
0.092222379,0.108856232,0.01134
0.128596227,-0.121583355,0.04095
-0.50195804,-0.18010207,55.55992
0.165798386,-0.26736066,0.00178
0.173348885,-0.080341591,0.00301
0.023170083,-0.026226875,0.04314
0.1091699,-0.240388674,0.00382
0.133669785,-0.002974503,0
0.001061565,0.248970451,1.98063
0.105181036,-0.049009601,0.0346
0.091478248,0.035413727,0.00778
0.126937,-0.01161314,0.00108
0.043815477,0.277978184,0.00509
-0.206689919,-0.092429156,22.53795
0.068024078,0.181576036,0.00561
0.121330263,-0.149190472,0.01143
0.02617945,-0.09565183,0
0.083024621,-0.000754725,0.03076
-0.010114139,-0.066336776,0
-0.057488256,0.25655688,6.56874
-0.503542801,0.019850764,43.05209
-0.42152034,-0.123674031,43.33347
0.074081761,0.199905349,0.00879
0.110263547,-0.064026883,0
0.05602056,-0.150862351,0.81228
-0.432166825,0.335830536,37.53799
0.121853213,0.051991843,0.00399
0.01087505,0.122396526,1.96198
-0.024751025,-0.048247416,9.84061
0.072588045,-0.127493471,0.01373
0.122318159,-0.032058048,0.00245
0.124263808,-0.095760513,0
0.013346949,-0.074014861,3.89638
0.126796802,-0.040160422,0.02013
-0.221427252,0.122960023,19.45307
0.004506797,0.072527829,4.12229
0.084699316,0.125378369,1.21371
0.128048778,-0.143566192,0.0147
-0.379517943,-0.137711599,38.45581
0.032390915,0.166060006,0.16789
-0.124110485,0.07834278,11.82373
0.069771438,-0.174100879,0.01635
0.011866176,0.244516331,0.0114
0.061372509,0.163944931,0.00703
0.054924164,0.241169885,0.01598
0.114267091,0.031125351,0.09459
0.135755355,0.12885981,0.00667
0.092013356,0.00302951,0.02393
0.009640111,0.341759335,0.35232
0.128763764,0.088597209,0
0.051897827,0.168957597,0.04179
0.118019434,-0.018760544,0.0085
-0.312757032,0.070382682,35.75863
0.133312541,-0.042855699,0
-0.377748056,-0.011783344,38.81668
-0.047163314,0.068395417,10.10622
0.079077107,0.038804468,0.00042
0.012649753,-0.214057496,0
0.1292033,0.091116065,0.01184
-0.40479142,0.112921853,34.9217
0.154605556,0.061772117,0
0.110138996,0.101249348,0
-0.151565122,0.032080699,16.99508
0.105581162,-0.141793232,0.03948
0.035673939,-0.202378774,0.01306
-0.400119398,-0.210569205,49.30928
-0.008374149,0.050573662,4.329
-0.006495743,0.080767553,4.80072
-0.305783465,0.000685611,23.05289
0.078133989,0.044399164,1.35345
-0.457608963,-0.164641766,49.81937
0.089226438,0.116768721,0.01221
-0.389626607,-0.05234835,37.97179
-0.541085219,-0.092114431,62.76261
0.089576374,-0.185654153,0.00878
-0.208257709,0.141688985,8.08919
0.007050576,0.287881388,0.04412
0.066330693,0.139255814,0.01304
0.069679206,0.10199195,0
0.12724537,0.070647776,0.00877
0.160804602,-0.182188031,0
0.112218878,0.061599939,0.08385
0.10271874,0.072818441,0.00559
-0.147750265,0.17615575,7.77604
0.063972319,-0.010322553,0.00467
0.15748738,-0.24454522,0
-0.211074463,0.201230342,19.81649
-0.102976486,-0.080431003,0.03249
-0.564339297,-0.159873181,70.18486
0.10861858,0.133937932,0.01213
0.109282378,0.187739225,0
0.046628843,-0.06289751,1.68315
0.122701957,-0.236916296,0.00172
-0.19830249,0.204158391,17.98864
-0.308143741,-0.101014965,35.47057
0.065388673,0.119273802,0.00994
0.095072611,-0.038915961,0.01222
-0.114221391,0.223137193,3.8788
-0.11660161,0.091884869,9.78138
-0.101217254,0.060838067,8.11231
0.03499169,-0.089333806,0.01519
0.055758235,0.125556715,0.01753
0.040016604,-0.008387748,0
0.078062196,0.106354946,0.01008
0.016101748,0.118914696,2.2018
0.023522864,0.310609475,2.15717
-0.294803587,0.408356107,16.55715
0.126233889,0.053549472,0.74227
0.055706844,-0.062392586,1.58323
0.066528341,-0.12416358,0.00636
-0.048083261,-0.078783538,14.46387
0.141384948,-0.099447258,0
0.083355116,-0.002591386,0.01395
-0.002392714,0.014488939,0.00403
0.100596399,0.033101643,0
0.117714504,0.098624108,0.00308
-0.323012127,0.29064274,20.20917
0.121849397,-0.057162885,0.01201
0.113644334,-0.116091903,0.00165
0.000891263,0.081272864,0.01825
0.151317433,-0.120724661,0.02684
-0.143733178,0.110742958,9.14472
0.035551005,-0.028231903,0.01142
0.101527659,-0.163102788,0.01199
0.166046367,-0.121357768,0.00321
-0.449252897,-0.032054653,47.14728
-0.42928888,-0.077763949,33.54777
-0.423974194,-0.019242146,26.96966
0.08256132,0.033111407,0
0.110625077,0.003896102,0.00095
0.101932714,-0.085546318,0
0.064701748,0.186880608,0
0.1070812,0.159675828,0.02419
0.10429918,0.059676189,0.23504
0.13331205,-0.042121428,0.00075
-0.00741664,-0.021416812,0.05209
0.075986096,-0.117374276,0
0.106006819,0.148600629,0.00486
-0.67368077,-0.157006246,84.22405
0.104435651,-0.097199931,0.1446
0.07943051,0.199229472,0.02652
0.156112579,-0.009771923,0
0.118659514,0.026362318,0
0.081171855,0.2481498,0.07746
0.079266692,0.207418999,0
0.084736988,-0.036646367,0.0367
-0.265191916,-0.071829375,19.36849
-0.086517645,0.203312549,3.63837
0.030408248,0.00120522,0.029
0.049582834,0.247096495,0.0097
0.050122899,0.043858632,2.92652
0.118860801,0.061344364,0.01251
0.156511034,-0.092354979,0
-0.084805158,0.065469832,10.88138
0.011818312,0.129178015,2.23395
-0.210979938,0.091865146,17.21456
-0.309479284,-0.121261324,33.96736
0.080875191,0.067547752,0
0.072053753,-0.063177067,0.00948
-0.392283435,0.244126216,29.31129
0.014650855,0.357159475,0.0199
0.034809158,-0.086274195,0.01743
0.039801972,0.161884551,0.00616
-0.045694426,-0.019595315,5.72967
0.121494117,0.094927498,0
0.15971652,-0.055952576,0.06619
0.104086054,-0.001120725,0
0.069099261,0.101382895,1.72349
0.124083769,-0.165763131,0.05059
0.080798096,-0.06121325,0
0.059551284,-0.198434062,0.00375
0.125931747,0.026161763,0.05804
0.064192874,-0.084603713,0.04058
0.045344987,0.069254136,0.02078
0.031679037,0.220472647,1.33831
0.18147,-0.095395273,0
0.031265106,0.045588551,0
0.121510938,-0.222686423,0
0.131320195,-0.133488769,0
0.023390918,0.156628254,0
0.141085996,0.028378739,0.02307
0.041483839,0.038107127,0.01551
0.081997305,0.115277726,0.06237
0.097945081,0.079795068,2.06997
0.012746201,0.137275526,0.02066
0.08474316,0.287709482,0
0.069316383,0.174155546,0
0.056698625,0.243741421,0
-0.014205138,0.305185643,0.04245
0.100571733,0.092064349,0
0.133760495,0.050210141,0.20611
0.112627469,0.124827961,0
0.107149432,0.032347323,0.00509
0.131432091,-0.097892297,0.26815
0.098149946,0.179766252,0.09225
0.175779244,-0.094311877,0
0.14277629,-0.075196992,0.01569
-0.005641632,0.270499024,0
0.097436272,-0.213347311,0.01245
0.096467985,-0.083166701,0.50439
0.128527659,0.063788781,0.08066
0.088735047,-0.213758492,0
-0.061576627,0.073371383,6.77108
-0.497980891,-0.099163322,54.32813
0.044617841,0.096425745,0.42833
-0.241639062,0.032815244,18.29203
0.04893651,0.163328786,0.18311
0.0277075,-0.037342658,0.01968
0.027665355,0.196361053,0
-0.40269777,0.15959775,36.61886
0.021340565,0.283470862,1.74934
0.182318747,-0.264711796,0.00342
-0.043509621,0.191287161,1.19501
-0.156835087,-0.034136762,16.00399
0.104234014,-0.144326293,0.01971
-0.048012048,0.058534496,0
-0.02024047,0.362145359,1.81849
0.160254719,-0.065159998,0
0.041672206,0.326329404,0.01039
0.026543494,-0.146193537,0.01956
0.16282484,-0.147070088,0
0.132406354,-0.039507682,0
0.117174652,-0.123310457,0.01314
0.166510057,-0.257053136,0
0.080642466,-0.033591461,4.89738
-0.141088499,-0.034651823,20.33309
0.091697183,0.056581102,2.68918
0.143584484,-0.02659371,0
0.163436013,0.056615143,0.00707
0.115782166,0.074249151,0.03769
-0.062892661,0.110137674,6.7515
0.161571995,-0.254904909,0.01234
0.187641133,-0.107053543,0.00669
0.097522754,-0.162554208,0
0.066290284,0.230229722,0
0.16699891,0.014077359,0.0028
0.082360469,0.069855161,0.02531
0.086679976,-0.064160781,0
0.067928242,-0.07588218,0.83616
0.109657912,-0.065197224,0.01152
0.109689294,0.004465616,0.00367
0.082870559,0.035754738,0.01199
0.123076627,0.041829081,0.0032
-0.080137597,-0.026368077,9.59443
0.20027791,-0.223210343,0
0.124927258,-0.144689908,0
0.088014747,-0.161449785,0.00354
0.088185427,-0.137935387,0.45947
0.12076873,-0.115398962,0.01489
0.021424985,0.234480928,3.28029
0.114779189,-0.034201673,0.00435
-0.663360295,-0.108335468,86.98709
-0.022477419,0.139214521,3.94697
0.025750846,-0.090438986,0
-0.070671262,-0.060175661,0.00698
0.079911943,-0.01762364,0.02792
-0.604632616,0.038915377,76.60813
0.081720492,0.09235724,0
0.180198102,-0.203539529,0
0.188480505,-0.089281993,0.01844
-0.021062731,0.069381901,0.00472
0.120564936,0.005640049,0.0072
0.126756357,0.036490106,0.17884
0.112669761,-0.052680971,0.00092
0.032881162,0.01935939,0.43671
-0.372540048,0.027301794,31.85679
0.122066511,-0.135662436,0.00117
0.038318146,-0.154117092,0
-0.188253792,0.065011217,22.86759
0.028596539,-0.079099049,0.03458
-0.346301681,0.148153735,24.65576
0.097859116,-0.009223022,0.01586
0.086064552,-0.068437238,0.00839
0.108166226,-0.081404803,0.03817
-0.147654638,0.085256121,18.81858
0.143653317,-0.160467617,0
-0.241793217,0.129703256,24.54569
0.134688955,-0.190916485,0.04376
-0.064662097,0.161992785,1.23518
-0.554957472,-0.162556347,50.73374
0.043261699,-0.205207982,0.02247
-0.454229221,-0.13111187,46.4174
0.115040814,0.118884194,0.0301
-0.209521251,-0.132920802,15.96427
0.145948932,-0.078837703,0.00407
0.116330094,-0.153498947,0.00346
-0.03895994,0.188683458,5.16966
0.070048552,-0.199802338,0.01628
0.156476254,-0.02593493,0
0.105620811,-0.254689459,0
0.173920997,-0.072990422,0.00331
0.176930817,-0.211054829,0
-0.198305124,-0.009350046,21.97542
0.193768616,-0.242528085,0.02621
-0.26045301,-0.124756627,30.9424
-0.258121641,0.298559675,17.96894
0.144021761,0.082429163,0
-0.286012112,-0.00089517,33.9823
0.038176817,-0.157335596,0
0.133171375,-0.265218422,0.02496
0.104704088,0.02773427,0.00073
0.032427543,-0.110927251,0.49264
-0.052706319,0.075652584,0.03503
0.037149534,0.244162942,0.0825
-0.41806159,-0.085865364,37.275
0.155272824,-0.006634104,0.06263
-0.128997252,-0.207587285,17.8282
0.098353097,0.165495063,0.02061
-0.030839812,0.012861673,6.6347
0.095363257,-0.055734599,0.00473
0.043672435,0.267894221,0.01472
0.162538654,-0.048303795,0.16432
0.056479288,-0.224338562,0.01366
0.068857349,0.039747176,0.14078
0.0841162,-0.118212739,0.00539
0.076128007,0.165035287,0.15977
0.038783439,0.044257935,0.00899
0.031600425,-0.072166416,0.01126
0.04659245,0.246211232,0.17427
0.113448726,-0.074152121,2.5363
-0.125548873,0.163225498,10.70021
0.149636913,-0.119225462,0.01225
-0.006301649,0.126877512,7.86945
0.07975286,0.175255672,0.23908
-0.437099267,0.146702686,36.6142
0.136276803,-0.161681227,0.82406
-0.023912824,-0.0435885,9.73007
0.042165048,-0.187046208,0.01674
0.110052246,-0.018429543,0.03863
0.086042766,-0.017738492,0.0024
0.045368548,0.252418797,0.08007
-0.087385668,-0.095819747,7.88305
0.043543674,0.061512138,0.01075
0.087049081,-0.130359575,0.7331
-0.279667236,0.01106075,28.86217
0.071305793,0.037731064,0.01059
0.063755759,0.120001361,0.18474
-0.071959501,0.273397021,3.52624
0.077807329,-0.036159313,0.01211
0.129826601,-0.111779524,0.00414
-0.571869277,-0.00732194,53.7997
0.123374251,-0.045270903,0.04189
0.090241975,-0.096833967,0
0.15143255,0.011978907,0.01654
0.057365813,-0.103706692,0.02658
0.098198802,0.109055203,0.30802
-0.08997939,0.392310181,2.81295
0.081001477,0.278043135,0.01996
0.093979112,0.067055987,0.01735
0.065002061,0.24602497,0.11274
0.189805185,-0.127434379,0
0.153899953,-0.2577186,0.00321
0.09197897,0.033946262,0.00619
-0.549894891,-0.11275726,64.61997
0.102250883,-0.061272243,0.01428
-0.062034061,-0.13884733,15.59079
0.031840804,0.156390701,0.00753
0.079033593,0.017060124,0.00335
0.168485074,-0.115120368,0.0075
0.16419659,-0.148270368,0.01193
0.067215908,-0.002780373,0.01481
0.056060928,0.187293802,0
0.125498856,0.024471719,0.06775
0.105674786,-0.161996971,0.01816
0.099629595,-0.063976991,0.01925
0.052784463,-0.016238321,0.05826
0.074050789,-0.024824448,2.72309
0.126240921,-0.208432093,0.01319
0.136985235,-0.131627489,0.06237
0.177666968,-0.149573336,0.05694
0.067229877,-0.1045879,3.14809
0.100687185,0.032297037,0.01154
-0.254468908,0.133469888,22.42225
-0.527357127,-0.107706137,56.77525
0.131873419,0.024025325,0.00114
0.150661033,-0.115057161,0.09072
-0.026452814,0.101275017,0.04052
0.001263966,0.354699627,0.03826
0.09128908,-0.00257558,0.02082
0.102942893,0.109625257,0.03094
0.137350811,-0.207118275,0.0169
-0.174238045,0.256022764,15.28781
0.092877981,-0.193735831,0.02262
0.064962023,0.208570185,0.01246
