PCo1,PCo2,P.copri
0.106058781,-0.080712141,0.1651
0.042860953,0.346564668,0.10143
0.123354767,-0.095088413,0.00705
0.047523005,0.212189943,0.16084
0.108316379,0.013132634,0
0.058188513,-0.047340339,0
0.101508542,-0.075910999,0
0.043555536,0.03165133,0
-0.136133328,0.105964749,10.62974
0.138082118,-0.159466023,0.15057
-0.362107151,-0.131746321,43.01214
0.04054814,-0.113478255,0.01242
0.071285829,-0.162957081,0
0.080031057,0.063404085,0
0.031931927,-0.072035833,0.00956
-0.448552349,-0.063424686,48.19178
0.081521007,-0.102407584,0
0.089155609,0.139294755,0.00237
0.05850558,0.272768249,0.0353
0.13726799,-0.053977892,0
0.107191692,0.088381929,0
0.068325702,-0.292424805,0.07522
-0.002555255,0.198211054,0.02043
0.150527756,0.016139147,0.01651
-0.173962878,0.046614408,20.0871
0.178273766,-0.238622619,0
0.058351359,0.040439752,0.00305
0.17259145,-0.047346864,0
0.175233738,-0.178288972,0
0.049923422,0.347088537,0
0.107858163,-0.112384806,0
-0.325015749,-0.065954751,21.09748
0.145517163,0.050048744,0.01791
-0.025284227,0.262100964,0.04089
0.106421748,-0.05692841,0.03199
-0.013665471,0.361388402,0
0.067313845,-0.079020301,1.13856
0.026149763,-0.030743478,0
0.09170399,-0.122538105,0
0.159981106,-0.004065832,0
0.093379935,0.016291774,0
0.054844267,0.171351296,0.01325
0.145169563,0.006935855,0
0.069190873,-0.099235675,0.0313
0.158482416,-0.048198021,0
0.080152587,0.067697378,0.01876
0.14419633,-0.022703577,0
0.054573974,0.114408516,0
-0.266855779,-0.193065252,35.21212
-0.182728406,0.22106511,13.75733
0.112090367,-0.102613811,0.002
-0.106835443,0.371069539,6.24006
0.138826607,0.153139788,0
0.035085424,0.26285522,1.54195
0.215229726,-0.217092936,0.00223
0.133074304,-0.011770939,0.0214
0.194586944,-0.217608047,0.01854
-0.019509624,-0.061037251,5.37476
-0.319507275,0.226589793,26.83617
0.078288706,0.160635736,2.04353
0.118032494,-0.132302066,0.05059
0.095505249,0.150764218,0.02844
0.096248113,0.020629596,0.00935
0.123394278,0.074293501,0.00299
0.108035915,-0.118577039,0.00696
0.119487141,0.171647805,0
0.049688663,0.097147605,0.00501
0.023444398,-0.154024381,0.02251
0.081163677,0.062899062,0.02059
0.100613744,-0.008681435,0.00534
0.099574501,-0.023654006,0
-0.595715701,-0.084878804,64.4818
0.09114692,-0.005825174,0
-0.146384774,0.072258271,17.03675
0.048936188,0.139602605,1.55439
0.097829591,0.049366986,0
0.162661816,-0.282845665,0.00953
0.134671265,-0.151515087,0
0.074997688,-0.18953471,0
0.08223089,0.117606002,0.04516
0.039294795,0.267623202,0
0.112172788,-0.082812103,0
-0.000192264,-0.077931344,0.02164
-0.177713438,-0.216410518,22.25946
0.058798312,0.081400971,0
-0.29370573,-0.026846396,13.03376
0.136968906,-0.080866495,0
-0.158732107,0.24446898,9.98117
0.105508485,-0.099774345,0.00435
-0.038646805,0.074449884,0
0.101985373,-0.147616192,0
0.086972948,-0.025804382,0
0.118859403,-0.003144555,0
0.110387182,0.003058641,0.02976
0.08106798,-0.052216355,0
0.07918174,-0.013450978,0.16241
0.029723005,-0.037387632,2.14811
0.15982463,-0.123295055,0
0.041543076,-0.056055254,0
0.133437801,-0.128252099,0.00658
-0.301359542,-0.084161647,33.25863
0.08000528,-0.001040808,0.27312
0.186259504,-0.302875468,0.05196
-0.616856385,-0.095926844,65.28994
0.001832368,0.02962379,4.59544
0.072014713,0.224297037,0.05116
0.162188156,-0.094572599,0
-0.343561173,-0.125568106,36.23423
0.163135867,-0.199369787,0.0105
-0.084914945,0.330278984,1.59609
0.132730569,-0.143778195,0
0.002946463,0.006324267,0
-0.141283401,0.139947402,15.60114
0.177869602,-0.22096614,0.01634
0.111880098,-0.049771713,0.00726
-0.351998205,-0.105825156,39.58371
0.089807364,-0.070420021,0.00311
0.152735763,-0.114176251,0
0.134232572,-0.182796293,0.00154
0.105444542,-0.033574467,0
0.07586293,-0.0555239,0.00281
0.118045968,-0.038151311,0
-0.416310847,0.186512486,26.61576
0.085163268,-0.17558737,0
-0.541681268,-0.136409989,72.97588
0.015908722,0.222444504,2.07004
0.104271144,-0.067161793,0
0.060932176,0.100099494,0.04767
-0.266966334,-0.132802811,23.14544
0.051874279,-0.129862723,0
0.128753376,-0.226189093,0
0.048036783,-0.09400533,0
-0.07583624,0.26728191,5.04613
-0.48121339,-0.109488569,55.86896
0.063219366,0.041193973,0
0.112656422,-0.203635366,0.00128
0.12565197,-0.210012834,0.05761
0.097382705,-0.165058577,0.00629
0.141080969,-0.057758657,0.00211
-0.108512359,-0.044900559,8.42821
-0.243230911,0.19293445,18.84433
-0.065096047,0.282874727,0.05819
0.061987102,0.144874971,0
0.072883264,0.142152986,0
0.033029285,-0.103777655,0
-0.008015568,0.067673102,4.5834
0.052975866,0.078564627,0.49925
0.107191464,0.053454979,0
0.003622093,0.16986229,0
0.077805823,0.182843377,0.05379
0.191234313,-0.175097781,0
0.095062562,0.111243601,0
-0.411347471,0.209330676,30.07648
0.041443921,0.305410968,0
0.06785834,0.036562102,0.02715
-0.588756177,-0.138525525,66.27515
0.143309678,-0.07724782,0
0.148844217,0.008522222,0
0.106460778,0.065453547,0
0.114136032,-0.070559073,0.01033
0.094954177,-0.024605404,0.00433
-0.160961358,-0.017384149,14.70116
0.043018036,-0.091454459,5.55348
0.150565863,-0.047431186,0.00635
0.13570382,-0.124738547,0.02435
0.134429822,-0.213141961,0
0.139759978,-0.159315533,0.16186
0.000353945,0.129059747,0
0.188751202,-0.223859711,0
0.178460828,0.001325574,0
0.024732387,0.237157747,0.00678
-0.305804163,0.106815373,23.55038
-0.020896089,0.035649033,8.52066
-0.048386517,0.05892918,8.3709
0.115721267,-0.01379313,0.07415
-0.390952139,0.013893711,41.11672
0.179352707,-0.028223747,0
0.140834208,-0.055423126,0
-0.469735835,-0.161319508,62.39579
-0.001925864,0.407932491,0
-0.061739294,0.372710485,5.67635
-0.020422128,-0.01639897,8.89452
0.161524596,-0.191200979,0
0.04452147,0.136829042,0
0.032077536,-0.10830724,3.516
-0.236851953,-0.083883635,25.75899
0.089928017,-0.040314905,0.02612
-0.016117877,-0.064320344,0
-0.447343002,-0.031731555,42.19178
0.031680939,0.01347206,0
0.11223574,0.017898946,0.02185
0.076641542,0.084424681,0
0.180862704,-0.096962412,0.00791
0.091952196,-0.142609641,0.0049
0.142927485,0.093694275,0
-0.434661048,-0.126677695,39.30512
0.096399569,-0.144180799,0
0.058628473,-0.135186551,0
0.112806498,-0.022138796,0
0.076715095,-0.09003684,0
0.06051577,-0.0539813,0
0.084879257,-0.21038554,0
0.096014465,-0.263589137,0.0484
0.038344839,-0.019644267,0.02247
-0.036374035,-0.047775386,0.00236
0.157213535,-0.211521794,0
0.18057267,-0.179634493,0.00635
-0.470752115,-0.15081744,51.35356
0.099628797,0.081496231,0
-0.003575397,-0.039956791,4.74902
-0.367632064,-0.031380372,39.71558
0.128925875,-0.025395259,0
0.135391391,-0.062376867,0
0.10780437,0.167285601,0.00292
0.100263645,0.103703945,0
0.158212789,-0.02726754,0
-0.532032415,-0.090546444,54.53211
-0.176416305,-0.026604524,19.87909
0.065957679,0.117062501,0.01591
0.183175074,-0.146963748,0.00413
0.146964138,-0.165546831,0
0.169473076,-0.029901707,0.01109
-0.008128946,0.28858438,1.2498
-0.493572599,-0.098929809,47.91941
-0.347364165,0.089728342,33.96698
0.121321961,-0.20977401,0.00328
0.030692232,-0.135649171,0.00682
-0.126809866,0.111522456,10.71816
0.024962741,0.203189471,0
0.077586368,0.031270135,0.02838
0.09299185,-0.119496608,0.00805
0.098113923,0.082944299,0.10922
0.057408214,-0.175971825,0
0.086414656,-0.057907484,0.05455
0.0765234,-0.012920067,0
0.032546608,0.128381151,6.17736
0.110150337,-0.023993109,0.00212
0.185760365,-0.169010502,0
0.086060666,-0.24741904,0.00202
0.146941034,-0.059325184,0
0.056405737,-0.159456303,0.00724
0.183597797,-0.264970696,0.00076
0.063971273,-0.255359924,0.00773
0.07119054,0.203435001,0.09357
0.132366317,-0.088400727,0.00313
0.118964928,0.047687572,0.01451
0.146328404,-0.024863523,0
0.131714249,0.024078162,0.04177
0.081703711,-0.140636693,0.00145
0.078778704,-0.115724176,0
0.104510798,0.118756498,0
-0.46856963,0.071288742,53.62986
0.034244535,0.203817104,0.00243
0.160613026,-0.232619755,0.01072
-0.304041163,0.01970794,30.0909
0.095915813,-0.033051336,0
0.058156868,0.168872664,0
0.050614092,-0.045989955,0
0.098210578,-0.106844945,0.19475
-0.02175432,-0.029791565,5.12509
0.173541356,-0.23450274,0
0.0819197,0.012817127,0.00201
0.115634898,-0.125370677,1.10428
0.028643337,-0.035626617,0.01358
0.092753654,0.007306427,0.05697
0.092418171,0.186334635,0.01709
-0.44016524,0.027494257,42.45592
-0.277812773,-0.162712767,30.41726
0.082292546,0.028580085,0.01389
0.026864739,-0.17284841,0.36277
-0.549741013,-0.090657146,65.64852
-0.110889023,-0.142185445,16.01138
-0.015086016,0.279425934,0
0.132636689,-0.140846782,0
0.081718565,-0.058494896,0.91163
0.082105309,0.096795969,0.00566
0.17509236,-0.153045209,0.06305
0.087542448,0.211022645,0.00989
-0.255774332,-0.149327896,28.80787
0.132703052,-0.240227155,0.02619
0.093248359,0.203424998,0
-0.443098746,-0.166918861,56.05826
0.083327806,0.083129518,0.00096
0.092391221,0.037063511,0.33
0.202260586,-0.249314315,0.0059
0.118997961,-0.219748874,0
0.067764907,-0.150999472,0
-0.142193055,0.199883952,11.74655
-0.407612948,-0.091631205,50.38042
0.144159682,-0.141178642,0.01184
0.0644884,0.273913342,0.03116
-0.017422545,-0.110907781,0.008
0.134455783,0.105147006,0
0.115802,0.18421389,0
0.142443376,-0.128871254,0.00447
-0.400981572,-0.10720576,45.22524
-0.037431413,0.1485662,6.57783
0.095063202,0.003878317,0.00649
0.114512121,0.03285715,0.01452
0.150835243,-0.237320738,0.02137
0.111976842,0.073416357,0.01287
-0.422741479,-0.141212872,45.50429
0.063627173,-0.111733414,0.00559
0.07312696,0.14856885,0.02561
0.166365153,-0.137615353,0.00807
0.026057027,0.355258634,1.37581
-0.170997179,0.000824961,13.81786
0.060629534,0.044685966,0
0.009159997,-0.002306213,3.99796
0.13223978,0.005311048,0.0339
0.111572229,0.014873295,0.15808
0.062391419,-0.12015026,0.00581
0.119612812,-0.063413597,0
0.085880819,0.031236426,1.08681
0.110828995,-0.080232127,0
-0.312265751,-0.095046548,22.76154
0.097142207,0.15858588,0.02321
0.043554182,0.086243023,0.01204
-0.318099533,0.091344272,27.40031
0.011259827,0.076230627,0
0.170688858,-0.155979766,0
0.157165836,0.08948984,0
0.042555712,0.025014454,0.08879
0.15568287,-0.008686854,0
-0.444671712,-0.08454975,59.73941
0.154343907,0.03387024,0.00072
0.074446648,-0.207223131,0.00352
0.185656855,-0.148215792,0.00238
0.11886836,0.05842426,0.02466
0.079526065,-0.155664772,0
0.064606502,-0.100557173,0
0.042440712,-0.019262373,0.41686
0.011156338,-0.065934043,5.27495
0.021392638,-0.094917042,0
0.13649571,-0.140547316,0
0.073801266,0.117220153,0.0224
0.091138684,0.062522806,0.01253
0.069119713,0.013934932,0
-0.246185303,-0.10748688,25.15833
0.030276335,-0.012356581,2.76456
0.090547791,0.136111206,0.00304
-0.281618464,0.143550839,17.05404
0.086981573,-0.028510033,0.0079
0.017104933,0.256943769,0
0.084651686,-0.184400239,0
0.114017687,-0.188127965,0
0.123646868,0.066606919,0.0055
0.034044544,0.073400301,0
0.022638483,0.357350753,0.00998
0.068364141,0.100658176,0.01198
0.1400589,-0.271659662,0.0127
-0.376922202,0.002186708,43.95946
-0.003104432,0.029962895,5.3217
0.182203935,-0.096222189,0
0.073789418,-0.12397703,0
0.05526044,0.057515161,0
0.131124317,-0.134639844,0
0.060069615,0.11020116,0
0.079375559,-0.114120353,0
0.110102226,0.034942221,0
-0.027028352,-0.148037678,0
0.119615895,-0.041489263,0
0.085390269,0.206475738,0
0.100621124,-0.229801483,0
0.005717815,-0.048402218,0.00064
0.054624764,-0.071968755,0
0.168402297,-0.221091065,0
-0.000520698,0.125049416,0
0.152791345,-0.204083408,0
0.125889931,-0.034022825,0.01964
0.117851015,-0.244115365,0
0.093450623,0.033977673,0.01072
0.027129734,0.193396817,0.01723
0.061067524,0.042982303,0.03555
0.002610373,0.385978164,0.14143
0.110547306,0.098985793,0.05517
-0.408801774,0.075417685,30.43745
0.071238654,-0.170693531,0.02447
0.152055269,-0.171744541,0
-0.037962625,0.029066277,9.48466
-0.238131968,0.243981051,19.47018
-0.043951235,-0.051054279,8.57825
0.042700213,0.136952997,0
0.103577478,0.057345072,0
0.116278424,0.187400009,0
0.034342214,-0.09902155,0
-0.436242856,-0.066533514,49.18838
-0.039397553,0.257068066,4.29241
0.070976612,-0.167827115,0.1035
0.091400096,-0.059001284,0.01813
0.14218687,-0.184962527,0.01118
0.153987377,-0.152161353,0
0.090500964,0.069558845,0
-0.314308728,0.387298651,19.55454
-0.312314456,-0.167360057,32.44467
0.136434728,-0.264276193,0.00056
0.019795618,-0.080949237,0
-0.444427836,-0.078817965,43.23718
-0.001372724,0.330321935,0.00472
-0.023939229,-0.098269366,0.0661
0.128065474,-0.115061975,0
0.046180162,0.141252544,0.03117
0.171453321,-0.148781843,0
0.049417531,-0.063290768,0
0.012180967,-0.024941326,6.16705
0.059750585,-0.061883075,4.86858
-0.02192101,0.317742925,2.27223
0.01724284,-0.166194813,0
0.11326771,0.067337069,0.00675
-0.198484577,-0.047963676,11.91068
0.087413908,-0.278031927,0.00242
0.04735197,0.141329222,0.01953
0.056490268,0.284602769,0.00292
0.016395359,-0.099927325,0
0.068798656,0.128975399,0
0.080903395,-0.135788845,0.01036
-0.239862445,0.061375763,13.79517
0.007909588,-0.076671138,2.55932
0.010788019,0.185286888,0.12756
0.032479119,0.08454929,0.03158
0.074093718,0.057081589,0
0.0206142,0.014566885,0.00471
-0.378435212,-0.166380888,46.17052
0.067031127,0.266037281,0.00912
0.103526694,-0.133736772,0
0.14246959,-0.078973414,0
0.157491525,-0.097076936,0.02922
-0.229412157,0.078706076,17.34793
0.036980226,-0.14298617,0
0.098944925,0.126198674,0.0035
0.036356947,0.067125017,1.96841
-0.494422375,-0.226363499,45.20013
0.120178391,0.13874175,0
0.070371156,-0.047514914,0.0228
-0.002071846,-0.106488731,0.01545
-0.451635499,-0.171692951,55.45377
0.033515447,0.16061924,0.50343
-0.372571991,0.025213834,35.80099
0.082128308,-0.124985219,0
0.008054108,0.109741526,0.00308
0.084543392,-0.212556132,0
0.113968151,-0.017370137,0.01062
0.006497927,0.214235863,3.53482
0.109057401,0.05342393,0.007
0.05215051,-0.113350556,0.41094
0.051731102,-0.015862111,0
0.141976767,-0.124306011,0
0.131740786,-0.139231633,0
0.123297623,-0.015236675,0
0.10524442,-0.11819352,0.0502
-0.055222712,0.117029461,0.52028
0.019361698,-0.091151752,0.00574
0.044040693,-0.088127378,0.01161
0.119721885,0.138831236,0.02878
0.102528912,0.0976278,0.02598
0.155477851,-0.179038382,0.0079
0.140926419,-0.14403979,0.06459
0.192956634,-0.257682929,0.01191
0.131156891,-0.043256977,0.01492
0.034916554,0.060105922,0.0089
0.133306657,-0.142926181,0.02169
0.178217504,-0.112415126,0
-0.015763668,0.200893174,4.14475
0.126846629,0.014648485,0.00268
0.171896234,-0.208035952,0.01254
0.087685251,-0.28768582,0.03883
0.103090511,-0.119276377,0
-0.222347839,-0.186611506,31.17534
0.088730819,0.053988583,0
0.104364122,0.077152035,0.00242
-0.125080313,-0.145431329,17.57604
0.116522011,-0.159719931,0.02123
0.098860831,-0.116235127,0.04198
-0.590060818,0.022980766,54.1959
0.036589246,-0.184697721,0.0104
0.118750079,-0.106728468,2.3627
-0.291055612,-0.085809611,33.71371
-0.106782728,0.12929543,14.01848
0.109873922,0.000998668,0.0132
0.121324935,-0.154613153,0.00742
0.112739772,-0.196540265,0.03069
-0.138544207,0.048608191,13.24416
0.167233803,-0.090775952,0.08429
0.108701859,-0.172888162,0
0.047236734,-0.036936288,0
0.065564742,-0.010431475,0.00408
0.17285025,-0.109343643,0
0.119826588,0.119645342,0
-0.153246915,-0.169315302,18.71518
0.12217552,-0.233978953,0.01745
-0.243873649,0.084479673,19.6311
0.132000551,0.118269671,0.00119
0.026451314,0.092568059,0.09519
0.088780832,-0.20302744,0.02792
0.167760337,-0.204560651,0
0.01089914,-0.105266465,0
-0.128184824,0.15608831,7.71091
0.078669672,0.034166175,0.1012
0.173126434,-0.203816752,0.00256
-0.595284275,0.071379058,66.79797
0.165417479,-0.125971473,0.58958
0.070344453,0.195093634,0.25559
0.090681953,0.095120101,0.03167
0.052723279,-0.070373343,0.03175
-0.545243856,0.13965267,50.76164
0.131334017,-0.048042664,0.00164
-0.112121578,-0.145566959,11.2173
0.153806563,-0.10933229,0.00779
0.102159818,-0.009694103,0
0.164070026,-0.07711564,0.00426
0.149125737,-0.032072097,0.01214
0.122450735,-0.094131052,0.00868
0.080317009,-0.148584577,0.0219
0.059578414,0.120283631,0.59721
0.097812075,-0.069545735,0.02423
0.070016049,0.144213941,1.10279
0.12622714,-0.241661621,0.02698
0.001494046,0.329155587,0.02576
-0.545943806,-0.043724741,71.33886
0.10180627,-0.168020975,0.01127
0.197537445,-0.275711777,0.02741
-0.573647447,-0.084920863,72.26495
0.178372809,-0.198295255,0.08869
0.035732191,0.058711989,0.12047
0.055565189,-0.158583355,0.01923
0.114693682,-0.165314584,0.00131
0.144582519,-0.063060258,0.0103
0.127191357,0.054896595,0
-0.209132707,0.302492599,13.87308
-0.3733312,-0.033331006,34.06008
0.095392253,0.174097667,1.71111
0.087943996,0.02609787,0.03364
0.120792497,-0.237589527,0.00085
0.113588996,-0.052137095,0.02146
0.001975441,0.196846981,0.53141
-0.008750254,-0.093782506,0.04324
-0.02463653,-0.062015762,5.93051
0.046978215,0.178988874,0
0.172325701,-0.10554722,0.00564
-0.331700125,0.094175922,23.29764
-0.352063737,-0.063659224,26.76511
0.068715016,0.098407115,0.04032
0.095204462,-0.003680118,0.01725
0.162375787,-0.023831905,0
0.138037864,-0.100269986,0.00541
0.06494414,-0.177993665,0.00279
0.08609499,0.055821043,0.02038
-0.634673949,-0.131935186,71.07803
0.200594753,-0.201694543,0.07721
-0.409984703,-0.073807561,23.10524
0.143786802,-0.281968215,0.00672
0.139947779,-0.042873447,0
0.083938366,0.112844236,0.03828
-0.480641448,-0.18789138,63.88984
0.118338506,-0.16406005,0.01438
0.061066932,0.169092597,0.51908
0.071843012,0.027780002,0.01977
-0.161985866,-0.082252897,19.57946
0.121954527,-0.157233567,0.02496
0.044745256,0.069564911,0.3268
-0.315840847,-0.176777727,36.4676
0.092873419,0.106772275,0
0.040775438,0.127279862,0.41055
0.068546803,-0.036483591,0
-0.023796618,0.281107956,1.23558
0.065892942,-0.006572943,0.00956
0.122794853,-0.053679648,0.02227
0.033019278,0.184443255,0.00984
0.06588234,-0.018429583,0
0.061325036,0.06230347,0.05211
0.091753511,0.116284753,0.02455
0.025605393,-0.149450708,0.02207
0.160858938,-0.060818887,0.00498
0.05127024,-0.156415881,0.01357
-0.365754693,0.026079812,40.98552
-0.076547416,-0.116338723,14.05633
0.076651216,-0.127214361,0
0.037778569,-0.019512867,0.01985
0.089670464,-0.121695184,0.04856
0.138051952,0.011548496,0
0.109134641,0.002136629,0.01168
0.093333059,-0.087919165,0.0157
0.157836578,-0.069498335,0.01521
0.053402583,-0.160089266,0.02887
0.094220044,-0.167273782,0.02937
0.040297476,-0.005930642,0.01244
0.067949441,0.161552584,0.04588
0.028050498,0.147093112,0
0.124904712,-0.224535783,0
-0.438444406,-0.078441576,49.22652
0.081661863,-0.06774032,0
0.025642149,0.046602697,2.15275
-0.11827588,-0.088112439,0
0.123840521,-0.236485134,0.00995
0.039455725,0.109199937,0.09319
0.046672732,-0.117799239,0.07786
-0.433884222,-0.177463603,51.65998
-0.03174177,-0.031313654,0
0.119144333,0.04386193,0.01926
0.072450545,0.028064475,0
