BC_Spec,BC_PWY,BC_VF,BC_CARD,RELATIONSHIP.0
0.677294046,0.202769934,0.562256327,0.907109244,RND.PAIR
0.666646137,0.225823561,0.912154902,0.960915217,RND.PAIR
0.292779458,0.109443069,0.658218986,0.683126128,1stDEG.SEP
0.589836379,0.192661314,0.827609226,0.728136481,1stDEG.COH
0.687223228,0.183000719,0.780379643,0.362884849,RND.PAIR
0.631436379,0.144882131,0.769510678,0.62989734,RND.PAIR
0.643916451,0.187541884,0.824423386,0.608076432,RND.PAIR
0.565224744,0.229705792,0.322227232,0.702561733,1stDEG.COH
0.467618433,0.131237478,0.259243045,0.500843959,1stDEG.COH
0.624293871,0.184497209,0.882459843,0.60525764,1stDEG.COH
0.600745229,0.159500932,0.353494426,0.662824464,RND.PAIR
0.426720955,0.115484113,0.486463631,0.555966208,RND.PAIR
0.74818484,0.224173333,0.668680137,0.454323015,RND.PAIR
0.877361643,0.235278322,1,0.844577831,RND.PAIR
0.793488478,0.239522965,0.969987495,0.935444368,RND.PAIR
0.614738832,0.144846067,0.585477828,0.607801788,RND.PAIR
0.556576174,0.157716414,0.999674378,0.789290916,RND.PAIR
0.664384019,0.162315202,1,0.694212101,RND.PAIR
0.645423806,0.201459736,0.76778616,0.878257757,RND.PAIR
0.74845492,0.15139432,0.944226683,0.732314284,RND.PAIR
0.583184852,0.139603539,1,0.748920903,1stDEG.SEP
0.40830857,0.145925384,0.734275087,0.543412695,1stDEG.SEP
0.448958906,0.11922007,0.83686138,0.429382038,RND.PAIR
0.483688199,0.093066367,0.424451227,0.57943473,1stDEG.COH
0.725179217,0.166870862,0.978999377,0.45136432,RND.PAIR
0.673301585,0.231220913,0.904567888,0.811537887,RND.PAIR
0.557156977,0.169016517,0.971561728,0.559092041,RND.PAIR
0.686244474,0.21653894,0.921610663,0.820628721,RND.PAIR
0.53217861,0.116674493,0.548836701,0.621519074,1stDEG.COH
0.496061886,0.120761936,1,0.37005903,RND.PAIR
0.648460033,0.229893497,0.889005583,0.88634441,RND.PAIR
0.548131036,0.13836937,0.604993842,0.320963593,1stDEG.COH
0.486371854,0.135471668,1,0.421020556,RND.PAIR
0.537498913,0.169300566,0.769342355,0.877653778,1stDEG.SEP
0.65390345,0.178904274,0.616195458,0.611675443,1stDEG.SEP
0.551217621,0.241636565,0.893749315,0.807518032,RND.PAIR
0.527689996,0.126807404,0.819917769,0.508965555,1stDEG.SEP
0.7202763,0.183426647,0.985315086,0.734227032,RND.PAIR
0.637078047,0.199838005,0.825390689,0.638471335,RND.PAIR
0.638187049,0.178615487,0.684885229,0.780039688,RND.PAIR
0.811370491,0.177875371,0.700278202,0.784178085,RND.PAIR
0.618119737,0.173521729,0.785082417,0.471238188,RND.PAIR
0.70816191,0.356642987,0.985003823,0.898686577,1stDEG.SEP
0.653517412,0.346405728,0.845521506,0.909444871,1stDEG.SEP
0.595633073,0.263210505,0.903843607,0.974544951,1stDEG.SEP
0.747231017,0.19411178,0.972836758,0.880204538,RND.PAIR
0.483669922,0.219079369,0.70204326,0.707252844,RND.PAIR
0.437058294,0.174091817,0.987203909,0.515296931,1stDEG.SEP
0.751136748,0.216394329,0.891118052,0.912245341,1stDEG.SEP
0.532548742,0.116660757,0.696250727,0.476061539,RND.PAIR
0.745939189,0.1646064,0.691900218,0.67251582,RND.PAIR
0.803661382,0.175957006,0.635507627,0.443635806,1stDEG.SEP
0.794301051,0.219645464,0.873158621,0.870328776,RND.PAIR
0.390181041,0.159336947,0.447517498,0.35695253,RND.PAIR
0.338340068,0.142619975,0.741770715,0.626505198,1stDEG.COH
0.804529012,0.211158502,0.778623002,0.552723493,RND.PAIR
0.626812643,0.248645034,0.357862499,0.862065118,RND.PAIR
0.88589226,0.283699776,0.546597095,0.862595731,RND.PAIR
0.722363288,0.195113755,0.984897524,0.900667185,1stDEG.SEP
0.442622446,0.167179209,0.682758237,0.661574728,1stDEG.SEP
0.415324467,0.141817157,0.291013764,0.794968059,RND.PAIR
0.866231387,0.278061996,0.691569274,0.838015937,1stDEG.SEP
0.561248125,0.147022981,0.768159067,0.685789912,RND.PAIR
0.45050631,0.165128547,0.844787362,0.751925181,1stDEG.COH
0.527856825,0.163408773,0.60849168,0.569499998,RND.PAIR
0.623425769,0.174150843,0.876641195,0.664510886,1stDEG.SEP
0.589668132,0.205779118,0.777918808,0.439702564,RND.PAIR
0.846245305,0.210852698,1,0.528507989,1stDEG.COH
0.76213325,0.247969639,0.834182472,0.742302696,1stDEG.COH
0.477380554,0.12457778,0.744626698,0.48808919,1stDEG.COH
0.609163618,0.161942779,0.935284236,0.684949303,1stDEG.COH
0.593872062,0.165216475,0.626394398,0.802006499,1stDEG.SEP
0.626999348,0.196529147,0.896219443,0.750219932,RND.PAIR
0.489319132,0.115452854,0.98932217,0.517557361,RND.PAIR
0.821404717,0.259627169,0.793024231,0.669246114,RND.PAIR
0.598748118,0.156283868,0.628578329,0.533823327,1stDEG.SEP
0.551417617,0.141662483,0.938183319,0.338617262,1stDEG.SEP
0.746841842,0.227116474,0.991263311,0.818754383,RND.PAIR
0.450027738,0.188166074,0.536223284,0.464933944,1stDEG.SEP
0.704735763,0.230793567,0.659331398,0.400195612,RND.PAIR
0.707700436,0.238911172,0.693049886,0.564434747,RND.PAIR
0.770758255,0.17910571,1,0.417149624,1stDEG.SEP
0.652646662,0.223148672,0.573195186,0.654390109,RND.PAIR
0.601811749,0.128806488,0.963701419,0.435981115,RND.PAIR
0.418535189,0.087397217,0.960110586,0.339645425,1stDEG.COH
0.639015421,0.176175742,0.966566821,0.813139323,RND.PAIR
0.772072664,0.15541002,0.935200331,0.457223968,1stDEG.SEP
0.863791147,0.33603517,0.96427296,0.33808789,RND.PAIR
0.542547465,0.168153075,0.746697144,0.774054745,RND.PAIR
0.633697093,0.244823531,0.380023577,0.716414684,1stDEG.SEP
0.557662681,0.166142701,0.929700368,0.623091547,1stDEG.SEP
0.464673261,0.118166051,0.975653886,0.637804021,1stDEG.SEP
0.371603063,0.086042091,0.898457007,0.718314378,1stDEG.SEP
0.620785699,0.115407825,0.536257482,0.546388622,RND.PAIR
0.782568853,0.384730022,0.754217711,0.905712684,1stDEG.COH
0.492426257,0.158308573,0.725018311,0.744752957,1stDEG.COH
0.505040235,0.21354093,0.707661062,0.611161575,1stDEG.COH
0.755797061,0.189643446,0.774826014,0.841874082,RND.PAIR
0.500324328,0.136216396,0.954609436,0.611072962,RND.PAIR
0.841094066,0.271963358,0.996553158,0.861592402,1stDEG.SEP
0.700929658,0.158585159,0.653400844,0.209243913,RND.PAIR
0.736072875,0.223660078,1,0.58823267,RND.PAIR
0.662134286,0.210064364,0.672491224,0.777644973,RND.PAIR
0.489851651,0.133323725,0.972337236,0.658357405,1stDEG.SEP
0.700342342,0.222836674,0.996669181,0.828129038,RND.PAIR
0.516931735,0.210906392,0.944405611,0.593062471,RND.PAIR
0.662338956,0.20730083,0.449824793,0.891542548,RND.PAIR
0.843541343,0.309149062,0.996404732,0.920447159,1stDEG.SEP
0.627930314,0.152823324,0.570432876,0.548803644,RND.PAIR
0.450943059,0.170894289,0.924944686,0.430291224,RND.PAIR
0.53077923,0.177446804,0.98759319,0.411754303,RND.PAIR
0.763357653,0.14296918,0.914111504,0.895440496,RND.PAIR
0.574426036,0.180569342,0.973903495,0.792127556,RND.PAIR
0.833926464,0.446707569,0.8803391,0.856838593,RND.PAIR
0.811776341,0.4561289,0.997140701,0.997980605,RND.PAIR
0.571890094,0.12864687,0.77624676,0.801904151,1stDEG.SEP
0.462331769,0.112450448,0.993804822,0.502577998,1stDEG.SEP
0.471819508,0.193561967,0.577992984,0.613148499,1stDEG.SEP
0.968063975,0.420570707,0.999597639,0.93044421,1stDEG.SEP
0.454326377,0.215084345,0.587863363,0.674359814,1stDEG.COH
0.711471249,0.171833781,0.769008108,0.724656643,RND.PAIR
0.708807247,0.156838736,0.44233445,0.678227067,RND.PAIR
0.510670078,0.139149728,0.952467107,0.701896602,RND.PAIR
0.752150716,0.332604693,0.977239553,0.938728988,RND.PAIR
0.515704634,0.129811201,0.966431751,0.198251321,1stDEG.COH
0.411316269,0.160952826,0.861764108,0.766703109,RND.PAIR
0.67361269,0.157903173,0.95223406,0.401060695,RND.PAIR
0.735062396,0.167881788,0.99137498,0.696140878,RND.PAIR
0.67302441,0.284220256,0.908763318,0.832805641,1stDEG.SEP
0.511328618,0.141202923,0.96922392,0.750498933,1stDEG.SEP
0.419466873,0.139056324,0.969122034,0.554712107,1stDEG.SEP
0.464850501,0.17421235,0.83951785,0.249934151,RND.PAIR
0.755664087,0.175845581,0.971264242,0.56886639,RND.PAIR
0.693791519,0.16224196,0.883041573,0.583682305,RND.PAIR
0.562509358,0.235828777,0.885417052,0.467332985,RND.PAIR
0.50389702,0.185835896,0.574555068,0.591154568,RND.PAIR
0.612652341,0.162648542,0.951781373,0.531991153,RND.PAIR
0.659592198,0.188932669,1,0.856775627,RND.PAIR
0.550464407,0.143431639,0.75861693,0.491908706,RND.PAIR
0.755662833,0.148832292,0.870083654,0.812547799,1stDEG.SEP
0.871127625,0.242702474,0.853074835,0.820967297,1stDEG.COH
0.806866909,0.26148314,0.936858994,0.912198803,1stDEG.SEP
0.714116027,0.287687034,0.826809263,0.772050096,1stDEG.SEP
0.753481161,0.386609665,0.541422705,0.909654718,RND.PAIR
0.763132104,0.403187398,0.69706888,0.740562702,RND.PAIR
0.804718561,0.143942744,0.827480414,0.767014349,RND.PAIR
0.734815571,0.20952283,0.611831718,0.623694505,1stDEG.SEP
0.605233028,0.222534757,0.614243182,0.388956958,1stDEG.SEP
0.681439563,0.163057337,0.342845876,0.566297103,1stDEG.SEP
0.648808852,0.150256598,0.966882696,0.671998277,1stDEG.SEP
0.633985842,0.163930843,0.925961331,0.748402567,1stDEG.COH
0.586093011,0.217025487,0.844489557,0.810284725,1stDEG.SEP
0.574178743,0.173721612,0.85367392,0.413902815,1stDEG.SEP
0.475703084,0.115959852,0.961089862,0.508476339,RND.PAIR
0.63713838,0.154401783,0.814567368,0.516864479,RND.PAIR
0.446105569,0.185285437,0.939041621,0.643849678,1stDEG.SEP
0.764116451,0.203771236,0.576066112,0.60617297,RND.PAIR
0.595492717,0.140512083,0.626809991,0.643828716,RND.PAIR
0.652925818,0.261856014,0.98273348,0.960003067,RND.PAIR
0.863871604,0.270471125,0.498568033,0.806799468,RND.PAIR
0.733191587,0.197167118,0.406020777,0.613763099,RND.PAIR
0.559207522,0.220762615,0.825896184,0.628970281,1stDEG.SEP
0.826375843,0.182854682,0.958233937,0.771333399,1stDEG.SEP
0.687928884,0.203695367,1,0.682703544,RND.PAIR
0.742315867,0.270503338,0.75598464,0.748109997,RND.PAIR
0.461566401,0.106485472,0.662998037,0.607737767,RND.PAIR
0.733725316,0.24692021,0.643863352,0.815350547,RND.PAIR
0.637820318,0.161912556,0.991314238,0.552225979,1stDEG.SEP
0.582986923,0.137105085,0.476970928,0.655234395,RND.PAIR
0.702553788,0.148963981,0.987475987,0.733266447,RND.PAIR
0.590465775,0.17586827,0.974233299,0.741198789,RND.PAIR
0.358153246,0.150712901,0.641249823,0.654310446,1stDEG.COH
0.632504416,0.135033093,0.319610479,0.645740758,RND.PAIR
0.64606317,0.150032268,0.535869199,0.702382587,RND.PAIR
0.561993287,0.148452078,0.859859969,0.59059063,RND.PAIR
0.751232696,0.189060936,0.467271298,0.668015906,RND.PAIR
0.578257439,0.155636712,0.675524368,0.824527919,RND.PAIR
0.970045293,0.305755123,1,0.689139676,RND.PAIR
0.870798631,0.212103274,0.904344961,0.874262068,RND.PAIR
0.446154721,0.166198029,0.928161845,0.667544964,RND.PAIR
0.57288046,0.271574545,0.994902226,0.920572978,RND.PAIR
0.570853579,0.259142567,0.828526563,0.954726347,RND.PAIR
0.497776052,0.132988347,0.951446898,0.203294486,1stDEG.COH
0.594160783,0.142630197,0.961097916,0.540570989,1stDEG.COH
0.53169506,0.197027118,0.816836957,0.79044284,RND.PAIR
0.641761859,0.218664697,1,0.451734034,RND.PAIR
0.809362652,0.154698511,0.975609047,0.613909321,RND.PAIR
0.885791853,0.545678918,0.999961815,0.998668199,RND.PAIR
0.477618089,0.172180534,0.876006812,0.686414224,1stDEG.COH
0.311618179,0.101022143,0.501197333,0.262795797,1stDEG.COH
0.654148076,0.19157883,0.611477675,0.740657713,RND.PAIR
0.529582732,0.160503107,1,0.871653422,RND.PAIR
0.337162617,0.086687008,0.600803555,0.591685326,1stDEG.SEP
0.461266134,0.124496733,0.905504566,0.572220787,RND.PAIR
0.546295785,0.101758914,1,0.695569778,1stDEG.SEP
0.765409664,0.262598686,0.524243076,0.905119178,RND.PAIR
0.53362093,0.177184645,1,0.780146909,1stDEG.SEP
0.740240344,0.181910312,0.937325598,0.776223252,1stDEG.COH
0.840450048,0.221134825,0.59521317,0.930296638,RND.PAIR
0.511881358,0.166093864,1,0.412664695,1stDEG.SEP
0.523065547,0.174966326,0.554863206,0.492918881,RND.PAIR
0.528185534,0.138541059,0.712254018,0.729930828,RND.PAIR
0.57411688,0.214878964,0.986128512,0.761586497,RND.PAIR
0.549380042,0.150800873,0.857161388,0.790862281,RND.PAIR
0.540180483,0.293315279,0.998542127,0.970860975,RND.PAIR
0.903477984,0.312006705,0.994610737,0.69304562,RND.PAIR
0.480179287,0.201953969,0.903767452,0.826198105,1stDEG.COH
0.662321107,0.256231559,1,0.338121944,1stDEG.SEP
0.702396982,0.187033731,0.969893624,0.378133125,1stDEG.SEP
0.496327008,0.098477243,0.48319123,0.384054899,1stDEG.COH
0.64051864,0.171361013,0.872542374,0.588162404,RND.PAIR
0.617539515,0.200585874,0.80946534,0.889114482,RND.PAIR
0.704593995,0.348003255,0.75925016,0.884892804,RND.PAIR
0.410621672,0.174322495,0.421733104,0.800946908,RND.PAIR
0.665962163,0.16913903,0.97658247,0.832324012,RND.PAIR
0.647754489,0.223337927,0.614962334,0.77712186,RND.PAIR
0.392793026,0.311950219,0.422469912,0.448316429,RND.PAIR
0.827855946,0.257928875,0.744699767,0.912458002,RND.PAIR
0.63259456,0.247766085,0.823114812,0.731821422,1stDEG.COH
0.579784266,0.182655694,0.4891674,0.496242525,1stDEG.COH
0.690004606,0.186760042,0.882075289,0.575738002,RND.PAIR
0.590805748,0.155291196,0.439733337,0.817365576,RND.PAIR
0.750200973,0.202989959,0.344651545,0.584282787,RND.PAIR
0.645245288,0.23686336,0.96218643,0.657838816,1stDEG.SEP
0.879439253,0.284928245,0.974891979,0.670469425,1stDEG.SEP
0.89142313,0.24433275,0.619013689,0.83072313,RND.PAIR
0.58843728,0.144495302,0.949860633,0.667492003,1stDEG.COH
0.877365519,0.168012635,0.913716932,0.655545821,RND.PAIR
0.498822148,0.114954965,1,0.728559574,RND.PAIR
0.573554484,0.188755517,0.840318639,0.701362161,1stDEG.SEP
0.927608248,0.211762413,0.72123543,0.775565603,1stDEG.SEP
0.547508006,0.142758455,0.888017704,0.807884986,RND.PAIR
0.302886349,0.171591099,0.979567413,0.592862551,1stDEG.COH
0.580386974,0.14503329,0.773802941,0.763244967,RND.PAIR
0.482901161,0.226010369,0.449227393,0.457668357,1stDEG.COH
0.451340498,0.213043874,0.77709982,0.670786446,1stDEG.COH
0.836183504,0.195792251,0.875258842,0.892863709,1stDEG.COH
0.765849591,0.187846303,0.854198878,0.621616964,1stDEG.COH
0.61035355,0.160136734,0.988498032,0.695589837,RND.PAIR
0.557674306,0.120473372,0.974444899,0.356242597,RND.PAIR
0.636990867,0.209557181,1,0.728060641,RND.PAIR
0.55119988,0.186188053,0.737555609,0.665662402,RND.PAIR
0.698394534,0.19844196,0.984607513,0.826137914,1stDEG.COH
0.510861067,0.111373024,0.981540536,0.743294777,RND.PAIR
0.45757385,0.216346607,0.365808425,0.480719995,RND.PAIR
0.786617219,0.217636717,0.969499603,0.762327848,1stDEG.SEP
0.833883281,0.221346958,0.923056329,0.785727965,1stDEG.SEP
0.670559237,0.12851364,0.981852374,0.746009769,1stDEG.SEP
0.726102063,0.19467562,0.935982252,0.850195968,RND.PAIR
0.649261716,0.21015832,0.422706482,0.436054896,RND.PAIR
0.817075528,0.277152689,0.90169415,0.808820763,1stDEG.SEP
0.962463637,0.370683321,0.984773764,0.429251852,1stDEG.SEP
0.722776812,0.171711634,0.909884616,0.78023979,RND.PAIR
0.676879478,0.143140528,0.375534404,0.593376198,RND.PAIR
0.583183342,0.189994749,0.994514487,0.835549536,1stDEG.COH
0.898039847,0.34689737,0.976694494,0.946295291,1stDEG.COH
0.931607494,0.349125776,0.997986906,0.995675664,1stDEG.COH
0.611613128,0.249655829,0.929989437,0.26036669,RND.PAIR
0.605379345,0.270860174,0.965854248,0.666448644,RND.PAIR
0.759246917,0.198216817,0.71984822,0.885439708,1stDEG.SEP
0.447980377,0.102592218,0.863804832,0.471659279,1stDEG.COH
0.483480738,0.34624011,0.954034606,0.92779341,RND.PAIR
0.718162821,0.145752021,0.918557371,0.519364059,RND.PAIR
0.71923642,0.19739885,0.934478861,0.802364887,RND.PAIR
0.505341459,0.13169428,0.816398567,0.540210858,1stDEG.SEP
0.783145646,0.353952068,0.651376671,0.984258866,RND.PAIR
0.964854631,0.344719703,0.941219169,0.759096541,RND.PAIR
0.803527192,0.256732367,0.789993997,0.100992956,RND.PAIR
0.809058166,0.254831506,0.451338065,0.858754151,RND.PAIR
0.612870932,0.206361581,0.631871993,0.650104724,1stDEG.SEP
0.552922832,0.170701056,0.829399472,0.841548161,1stDEG.SEP
0.775677517,0.18619027,0.926662438,0.496856898,RND.PAIR
0.493034873,0.212176731,0.953756266,0.705056583,RND.PAIR
0.639314761,0.157805103,0.655162977,0.782116093,RND.PAIR
0.687815589,0.30038037,0.73246661,0.97387448,RND.PAIR
0.714246324,0.249904624,0.769960736,0.560852354,RND.PAIR
0.698220484,0.251888422,0.989198607,0.939604,RND.PAIR
0.736215184,0.194688543,0.996584742,0.666824523,1stDEG.SEP
0.635420581,0.186799739,0.952636167,0.751466478,RND.PAIR
0.548322432,0.117019932,0.822319706,0.328352311,RND.PAIR
0.501688956,0.169358837,0.786947359,0.45383045,RND.PAIR
0.605955276,0.183840092,0.304535176,0.762772418,RND.PAIR
0.614025636,0.164973105,0.826689278,0.706249696,RND.PAIR
0.889052059,0.319161469,0.949235862,0.977190821,RND.PAIR
0.601809577,0.245803594,0.860988884,0.726238413,1stDEG.COH
0.475897357,0.191489174,0.981781822,0.2280416,1stDEG.COH
0.69914093,0.16171452,0.833859005,0.596283931,RND.PAIR
0.61715623,0.172815637,0.994018941,0.63481499,1stDEG.SEP
0.660384134,0.200043733,0.747151965,0.548883247,1stDEG.SEP
0.978261064,0.325663543,0.799262801,0.670792937,RND.PAIR
0.799795251,0.140148712,0.887378827,0.405423067,RND.PAIR
0.808804185,0.202778231,0.778914478,0.642337872,RND.PAIR
0.763062824,0.154196625,0.993541259,0.604552201,RND.PAIR
0.5183965,0.185487006,1,0.280298878,RND.PAIR
0.684269877,0.158805975,1,0.269790654,RND.PAIR
0.674628191,0.180228985,0.983087402,0.514637756,RND.PAIR
0.323129769,0.157844194,0.080876351,0.577619015,RND.PAIR
0.552485851,0.163709817,0.982229802,0.621808623,RND.PAIR
0.864108848,0.175690389,0.932861403,0.641657766,RND.PAIR
0.504369967,0.196978055,0.701316783,0.614302425,RND.PAIR
0.985429004,0.41886996,0.310132166,0.781176819,RND.PAIR
0.662922063,0.157758589,0.656072704,0.374756803,RND.PAIR
0.684711658,0.150811654,0.939266482,0.721415943,RND.PAIR
0.634926848,0.16447504,0.998052139,0.868158924,RND.PAIR
0.680215046,0.222887622,0.712407649,0.566757598,RND.PAIR
0.545803132,0.172244061,0.896187847,0.768743084,RND.PAIR
0.73675607,0.225805755,0.805803825,0.554752087,RND.PAIR
0.73245555,0.151954291,0.976220764,0.483460343,RND.PAIR
0.807144045,0.177844315,0.61919103,0.668073164,1stDEG.COH
0.558583165,0.208808399,0.858680784,0.822706462,1stDEG.COH
0.662936525,0.190190208,0.906542646,0.678838562,1stDEG.COH
0.51650852,0.107776887,0.986527298,0.309493787,1stDEG.COH
0.530675307,0.166374447,0.947596473,0.713128192,RND.PAIR
0.790632111,0.299857197,0.741287633,0.835797249,RND.PAIR
0.604667213,0.194799715,0.917720633,0.640049582,RND.PAIR
0.464253512,0.113935108,0.939849695,0.555885767,1stDEG.SEP
0.6265092,0.200057603,0.986946896,0.882008005,RND.PAIR
0.597856291,0.134433051,0.568393154,0.645132682,RND.PAIR
0.552782879,0.125114838,0.913287334,0.728205861,RND.PAIR
0.615109328,0.116258893,0.513787415,0.687629436,RND.PAIR
0.74701729,0.402256819,0.684409052,0.986441776,1stDEG.SEP
0.751754444,0.392624241,0.46970663,0.84274801,RND.PAIR
0.809867684,0.393365182,0.848826247,0.992771794,1stDEG.SEP
0.719029826,0.180163131,0.933327988,0.606687417,RND.PAIR
0.420115234,0.162107937,0.634112123,0.701444795,RND.PAIR
0.591229758,0.235519098,0.506322699,0.738146091,RND.PAIR
0.702218553,0.146313507,0.80530671,0.533480921,RND.PAIR
0.555532684,0.199926136,0.85854929,0.5554248,1stDEG.SEP
0.763792729,0.168210033,0.764854721,0.613789621,RND.PAIR
0.553562124,0.15462461,0.692865664,0.52117924,RND.PAIR
0.474575048,0.211819577,0.903081827,0.604305122,RND.PAIR
0.8720395,0.424273182,0.610505844,0.688401771,RND.PAIR
0.36688363,0.104893243,0.56501229,0.222449749,1stDEG.COH
0.507137797,0.152777716,0.850269101,0.409537419,RND.PAIR
0.615904394,0.135079448,0.996207363,0.682986882,RND.PAIR
0.683637093,0.168705044,0.882539432,0.618246858,RND.PAIR
0.448397925,0.138186135,0.974171653,0.437194768,RND.PAIR
0.367049339,0.147136606,0.499120073,0.479034878,1stDEG.COH
0.311710889,0.121556994,0.697625864,0.418832924,1stDEG.COH
0.680380434,0.190001135,0.949316163,0.789278031,RND.PAIR
0.831646136,0.291849826,0.888727156,0.965247834,RND.PAIR
0.661269561,0.168035362,0.827958854,0.713944194,1stDEG.SEP
0.73721855,0.272892274,0.683211789,0.979912607,RND.PAIR
0.729597256,0.159599721,0.791694367,0.803551066,RND.PAIR
0.378119937,0.196087004,1,0.352994326,RND.PAIR
0.536202808,0.137767562,0.778769147,0.590508763,RND.PAIR
0.820184957,0.200377399,0.75202048,0.73342805,RND.PAIR
0.646340109,0.131474747,0.983395388,0.643607511,RND.PAIR
0.827149826,0.194951722,0.984770889,0.811701822,RND.PAIR
0.647693877,0.256702892,0.841496774,0.903897199,1stDEG.COH
0.637133749,0.263361042,0.795289751,0.934082046,RND.PAIR
0.700071329,0.19669189,0.399613055,0.724429624,1stDEG.SEP
0.50084963,0.164938401,0.82721533,0.601197936,1stDEG.SEP
0.90012015,0.326446963,0.997939919,0.936659645,1stDEG.COH
0.769115466,0.224316985,1,0.60425198,1stDEG.COH
0.508478526,0.170930994,0.799720816,0.778766357,RND.PAIR
0.712330821,0.167226259,0.487538413,0.581745653,RND.PAIR
0.536172694,0.135056118,0.822035001,0.542236293,RND.PAIR
0.767929523,0.197355285,0.852286897,0.876555818,RND.PAIR
0.782503653,0.216544946,0.994316552,0.895127385,1stDEG.SEP
0.884737358,0.212836597,0.98719165,0.87945799,1stDEG.SEP
0.480565391,0.153960485,0.797616408,0.40865253,RND.PAIR
0.56673391,0.121897814,0.890759214,0.757341554,RND.PAIR
0.653086611,0.267015722,0.706734902,0.792595579,RND.PAIR
0.666962924,0.233782737,0.873886004,0.905910719,1stDEG.SEP
0.520606501,0.189483933,0.816114421,0.625264356,1stDEG.SEP
0.591585869,0.223797873,0.876286059,0.466916292,1stDEG.SEP
0.910717735,0.24155296,0.992338413,0.921353607,RND.PAIR
0.549783193,0.15473534,0.763367909,0.379966559,1stDEG.SEP
0.445000465,0.170420235,0.920503167,0.621104617,RND.PAIR
0.778228016,0.243436544,0.942716546,0.844426316,RND.PAIR
0.672468351,0.255824573,0.990725686,0.457962177,RND.PAIR
0.648047596,0.156692983,0.938336921,0.588389223,RND.PAIR
0.448462874,0.099394949,0.922226113,0.721422192,1stDEG.SEP
0.510480146,0.136644082,0.761872173,0.633823111,1stDEG.SEP
0.795879648,0.268738284,0.448722374,0.82651287,1stDEG.SEP
0.578492182,0.1474528,0.767674985,0.604918742,1stDEG.COH
0.373956632,0.171932105,0.741898958,0.535929218,1stDEG.COH
0.720153517,0.131593116,1,0.707596108,1stDEG.COH
0.62928424,0.151938618,0.772767505,0.463320065,1stDEG.COH
0.489582981,0.179637658,0.962709218,0.573161036,1stDEG.SEP
0.644896832,0.168381645,0.930421853,0.832266246,RND.PAIR
0.677584221,0.214756937,0.888625593,0.748511338,RND.PAIR
0.475574037,0.12727748,0.868190288,0.396475759,RND.PAIR
0.451917842,0.154418348,0.653439223,0.309383022,RND.PAIR
0.541761685,0.125076052,0.958089147,0.623947405,RND.PAIR
0.490771872,0.090220939,0.633137495,0.673194593,RND.PAIR
0.732137155,0.18000212,0.96886863,0.66643119,RND.PAIR
0.671086287,0.182463195,1,0.860970199,1stDEG.SEP
0.544068125,0.11619292,0.545875022,0.598130718,RND.PAIR
0.632580868,0.205257314,1,0.840603129,RND.PAIR
0.571123914,0.152093909,0.587241317,0.668902957,RND.PAIR
0.695964676,0.186289848,0.92432936,0.619311216,1stDEG.COH
0.553934544,0.177284257,0.602122318,0.694169718,RND.PAIR
0.61704186,0.130324893,0.607654171,0.479585834,1stDEG.COH
0.982751021,0.495114138,1,0.767719285,1stDEG.COH
0.657532695,0.129291445,0.882757651,0.802074677,RND.PAIR
0.567790323,0.150038643,0.847444576,0.594845134,RND.PAIR
0.769078365,0.244604317,0.974520358,0.842202885,RND.PAIR
0.661303706,0.198795797,0.601712737,0.682296273,RND.PAIR
0.75241058,0.185427861,0.847565608,0.786720438,RND.PAIR
0.924440052,0.26195829,1,0.946108523,RND.PAIR
0.688487802,0.207160656,0.377509258,0.579530177,1stDEG.SEP
0.63315906,0.134071873,0.903934828,0.817350797,1stDEG.SEP
0.684172102,0.194265248,0.790225364,0.855088036,RND.PAIR
0.267430332,0.083049096,0.42433745,0.363149029,1stDEG.COH
0.834732319,0.258895056,0.928361443,0.535381231,1stDEG.COH
0.756444149,0.215657442,0.611341915,0.580819291,RND.PAIR
0.30786082,0.30712267,0.161376602,0.563949682,RND.PAIR
0.541162948,0.157627865,0.709585279,0.669517388,RND.PAIR
0.766831422,0.229203088,0.824023261,0.819912295,1stDEG.SEP
0.570899109,0.162194661,0.830363519,0.427448405,RND.PAIR
0.390174764,0.123121495,0.530243694,0.257818364,1stDEG.COH
0.458373082,0.134239406,0.867133383,0.722867235,RND.PAIR
0.802163923,0.400555041,0.675951053,0.916732306,1stDEG.SEP
0.677018297,0.113885964,0.718595973,0.559344193,1stDEG.SEP
0.871881793,0.208139741,0.828603386,0.47961158,RND.PAIR
0.724809944,0.17950753,0.894012492,0.783238548,RND.PAIR
0.514090878,0.114606183,0.598755919,0.37963603,1stDEG.COH
0.600405038,0.12552743,0.775994692,0.840784213,1stDEG.COH
0.47210703,0.253146776,0.853175892,0.753514397,RND.PAIR
0.593544184,0.197791243,0.997325936,0.860508191,1stDEG.SEP
0.760982743,0.24513272,0.999688735,0.319866157,1stDEG.SEP
0.839344128,0.234036869,0.569917055,0.63154607,RND.PAIR
0.550181656,0.144835632,0.708159048,0.64347313,1stDEG.SEP
0.787950832,0.155008107,0.438423607,0.644753782,RND.PAIR
0.279812611,0.113020809,0.939624051,0.781019808,1stDEG.COH
0.705226527,0.269548622,0.716013764,0.937158447,RND.PAIR
0.651499988,0.169904909,1,0.621974224,RND.PAIR
0.763852365,0.173372044,0.716409376,0.561800418,RND.PAIR
0.592902408,0.143336511,0.629066322,0.710651663,RND.PAIR
