BC_Spec,BC_PWY,BC_VF,BC_CARD,RELATIONSHIP.0
0.638950247,0.190567602,0.927479656,0.653284051,1stDEG.SEP
0.866988665,0.173191865,0.957810986,0.371478011,1stDEG.SEP
0.708954966,0.227541823,1,0.85541145,1stDEG.SEP
0.503612075,0.117255928,0.944510328,0.358141753,RND.PAIR
0.726595678,0.171054975,1,0.778479937,1stDEG.SEP
0.60816196,0.169091681,0.966297974,0.594259465,RND.PAIR
0.86348269,0.37443167,0.9607373,0.905106318,RND.PAIR
0.543960404,0.115250527,0.775629368,0.319530992,RND.PAIR
0.639052757,0.167392149,0.265069012,0.442458065,RND.PAIR
0.590884491,0.183284346,0.750588088,0.596881817,1stDEG.COH
0.294447185,0.09287687,0.498658613,0.573586381,1stDEG.COH
0.365557227,0.16568996,0.807107617,0.251234284,1stDEG.COH
0.855039528,0.178370847,0.986016004,0.707406274,RND.PAIR
0.521408778,0.12636595,0.254315738,0.488425112,RND.PAIR
0.641203695,0.214777288,1,0.737137187,RND.PAIR
0.523258918,0.186886375,0.668241567,0.252647646,1stDEG.SEP
0.409638634,0.155294159,0.476624933,0.536308388,1stDEG.SEP
0.562224907,0.130752092,0.837909096,0.624286995,RND.PAIR
0.687865774,0.343935358,0.755139788,0.859998152,RND.PAIR
0.603102947,0.217234434,0.895015476,0.805232999,RND.PAIR
0.648363062,0.153168423,0.520293954,0.677142482,RND.PAIR
0.276298042,0.11537969,0.04662511,0.706585579,1stDEG.COH
0.571936456,0.131695562,0.995980816,0.345615507,1stDEG.COH
0.441963451,0.132210327,0.711574778,0.408299112,RND.PAIR
0.524833278,0.183566221,0.980479393,0.51263684,RND.PAIR
0.702691569,0.130005807,0.841404975,0.291495856,RND.PAIR
0.738339212,0.144071248,0.543505027,0.591174368,1stDEG.SEP
0.839564354,0.209740539,0.914595734,0.659989059,RND.PAIR
0.807491175,0.225689307,0.995985446,0.997451043,RND.PAIR
0.804518038,0.256322613,0.797203834,0.992332552,RND.PAIR
0.482397941,0.218969957,0.895384884,0.922591269,1stDEG.COH
0.503327757,0.180766853,0.852761907,1,RND.PAIR
0.642443566,0.201529656,0.947184277,0.931502672,1stDEG.SEP
0.531553693,0.132376144,0.842880941,0.556511841,1stDEG.SEP
0.572620034,0.129664699,0.777128875,0.596893047,RND.PAIR
0.60781917,0.20523388,0.631286629,0.62581716,RND.PAIR
0.512114096,0.130712248,0.741580627,0.572034623,RND.PAIR
0.480804719,0.1233647,0.960850621,0.478921308,RND.PAIR
0.620138904,0.236043543,0.964687835,0.65165116,1stDEG.SEP
0.736062996,0.236448852,0.811839781,0.499502144,RND.PAIR
0.80724744,0.217351583,1,0.613249212,RND.PAIR
0.623116565,0.206411341,0.994075165,0.580861306,1stDEG.COH
0.516303385,0.1517268,0.185399414,0.550721705,1stDEG.COH
0.407995495,0.203235722,0.769317657,0.86364948,RND.PAIR
0.485327766,0.11902163,0.992722993,0.861719616,1stDEG.SEP
0.662839619,0.204004878,0.467798155,0.40212829,RND.PAIR
0.998082437,0.421242706,0.992409153,0.746113869,RND.PAIR
0.732864625,0.379599005,0.984930415,0.981780389,1stDEG.SEP
0.398704954,0.133024062,0.774685791,0.707078279,1stDEG.COH
0.843616055,0.361496738,1,0.546442039,RND.PAIR
0.880492169,0.380767501,0.977572198,0.894682665,RND.PAIR
0.546360482,0.195276157,0.957941706,0.861276575,RND.PAIR
0.63540591,0.168741651,0.888007435,0.69377777,1stDEG.SEP
0.507893445,0.174657372,0.924304245,0.662487173,RND.PAIR
0.635290284,0.145150097,0.651290187,0.640962894,RND.PAIR
0.622115763,0.1775341,0.76495544,0.774279602,RND.PAIR
0.847373698,0.271669307,0.967973217,0.742575164,RND.PAIR
0.45130236,0.179817641,0.923335095,0.420097613,1stDEG.COH
0.757789792,0.190587812,0.755553869,0.901426707,RND.PAIR
0.486593527,0.121910671,0.685205649,0.702026463,RND.PAIR
0.481326896,0.130838143,0.959899523,0.657000939,RND.PAIR
0.887464703,0.397885547,0.940035924,0.892408546,RND.PAIR
0.641849913,0.115129427,0.911375746,0.532239991,RND.PAIR
0.646642525,0.16543445,0.730290965,0.773515744,RND.PAIR
0.863576148,0.258297347,1,0.878035457,1stDEG.SEP
0.890881884,0.299815452,0.999760261,0.936737012,1stDEG.SEP
0.865087041,0.266357616,1,0.784048242,RND.PAIR
0.586296943,0.124461374,0.1847258,0.389401478,1stDEG.SEP
0.752216926,0.343102755,0.70618781,0.903100982,1stDEG.SEP
0.512100575,0.17037499,0.509940532,0.570467012,1stDEG.SEP
0.514412344,0.108519931,0.849793026,0.661525675,1stDEG.COH
0.614769659,0.141620687,0.302050883,0.768457824,RND.PAIR
0.668155811,0.19336032,0.942101208,0.599094128,RND.PAIR
0.709468503,0.2236266,0.398556662,0.673054428,1stDEG.COH
0.675014395,0.148400482,0.959953388,0.574932994,RND.PAIR
0.560460243,0.104288809,0.854524369,0.481671407,RND.PAIR
0.719308502,0.201331236,0.656230686,0.73191085,1stDEG.SEP
0.486841589,0.139898151,1,0.397078399,RND.PAIR
0.775720009,0.278766845,0.628711026,0.388786076,RND.PAIR
0.444609263,0.132151341,1,0.597569069,RND.PAIR
0.739110227,0.222382664,1,0.464190196,RND.PAIR
0.633502731,0.201592993,0.389404248,0.505524589,RND.PAIR
0.62718069,0.166803398,0.416095219,0.579707346,1stDEG.SEP
0.640508979,0.122006724,1,0.229544979,RND.PAIR
0.436132962,0.130163151,0.976499339,0.544052014,RND.PAIR
0.282281538,0.154121327,0.309072084,0.160457772,1stDEG.COH
0.637940089,0.156227918,0.888566479,0.720478815,RND.PAIR
0.662334638,0.142309642,1,0.505261495,RND.PAIR
0.668159917,0.198807983,0.917987983,0.548662494,RND.PAIR
0.448968394,0.168599168,0.512614193,0.40186779,1stDEG.SEP
0.842805246,0.448996043,0.955019057,0.984334981,RND.PAIR
0.582406342,0.210527303,1,0.61303529,RND.PAIR
0.667730333,0.27818565,0.410653637,0.534554445,1stDEG.COH
0.620408517,0.183545071,0.373845725,0.393444246,1stDEG.COH
0.703229358,0.312242389,0.992151057,0.887880958,RND.PAIR
0.554611444,0.087462914,0.973310625,0.248995824,RND.PAIR
0.627830081,0.219509022,0.98887631,0.704220427,RND.PAIR
0.582025541,0.226254258,0.919397106,0.765788282,RND.PAIR
0.806499861,0.278181657,0.989281775,0.808537754,RND.PAIR
0.59483525,0.185516451,0.912350352,0.863424939,RND.PAIR
0.409068383,0.106030069,1,0.462599395,RND.PAIR
0.831517552,0.385310664,1,0.919126593,RND.PAIR
0.693733034,0.387469397,0.535816266,0.822019706,RND.PAIR
0.336095584,0.23769806,0.15875287,0.466600916,1stDEG.COH
0.256387419,0.130066309,0.65418504,0.598019895,RND.PAIR
0.440510232,0.114669578,0.694700416,0.728812373,RND.PAIR
0.759520611,0.215324867,0.703300151,0.911438357,RND.PAIR
0.595798117,0.199061805,0.835982042,0.401111896,1stDEG.SEP
0.634399104,0.201310217,0.587068822,0.871023316,RND.PAIR
0.64614579,0.193905099,0.762649768,0.404383605,RND.PAIR
0.607526025,0.138519666,0.958814986,0.680395261,RND.PAIR
0.433273632,0.196482808,0.168126026,0.546966313,RND.PAIR
0.743703406,0.166878887,0.897633023,0.561678763,1stDEG.COH
0.424252812,0.122286281,0.970538413,0.642647047,1stDEG.COH
0.439624685,0.139996384,0.838866227,0.768138344,1stDEG.COH
0.632175338,0.146531499,0.909970393,0.643657017,RND.PAIR
0.819191712,0.263791546,0.87165083,0.772326362,RND.PAIR
0.705362916,0.111109305,0.925514792,0.89159676,RND.PAIR
0.606372942,0.202483221,0.997309967,0.882569275,RND.PAIR
0.871199378,0.290353098,0.819258229,0.406544816,RND.PAIR
0.572123638,0.193192555,0.883548567,0.42407304,RND.PAIR
0.616838332,0.218488057,0.863130949,0.602747848,RND.PAIR
0.495354627,0.152545827,0.929785756,0.622775573,RND.PAIR
0.940426281,0.370112638,0.661573352,0.688814444,RND.PAIR
0.595005424,0.182821437,0.797287322,0.796839597,RND.PAIR
0.499094656,0.124361736,0.52964961,0.648885025,1stDEG.COH
0.486498884,0.116136972,0.845579895,0.573375826,RND.PAIR
0.48899591,0.185573841,0.909040541,0.786943502,RND.PAIR
0.663114384,0.179956151,0.590970936,0.924229641,RND.PAIR
0.695892144,0.218403788,1,1,RND.PAIR
0.578599843,0.173081251,0.947290549,0.72939388,RND.PAIR
0.754166716,0.222110979,0.094393461,0.597812791,1stDEG.COH
0.401096329,0.14283557,0.407269894,0.406494813,1stDEG.COH
0.482623174,0.179252661,0.657141217,0.826815177,1stDEG.SEP
0.374913174,0.127958541,0.891910039,0.610823212,1stDEG.SEP
0.841485176,0.345319306,0.990568904,0.930608733,1stDEG.SEP
0.502994719,0.386976638,0.993900429,0.906191118,RND.PAIR
0.639814441,0.138195322,0.690748666,0.680046902,RND.PAIR
0.453750598,0.13813363,0.922538085,0.816917429,RND.PAIR
0.52936851,0.14933191,0.457444296,0.526190846,1stDEG.COH
0.667522638,0.126683744,1,0.844881963,1stDEG.COH
0.388808782,0.16112504,0.687845853,0.23011794,1stDEG.COH
0.777882172,0.38141107,0.912604307,0.949410115,RND.PAIR
0.782649018,0.486571588,0.521716308,0.758086713,RND.PAIR
0.653830276,0.178600947,0.816138951,0.466517409,1stDEG.SEP
0.419076082,0.15183298,0.73937535,0.837476561,RND.PAIR
0.367301289,0.193677751,1,0.427231531,1stDEG.SEP
0.714593462,0.224048861,0.820647984,0.898749413,RND.PAIR
0.713114579,0.162484973,0.728350146,0.791252389,1stDEG.SEP
0.667957073,0.272062172,0.995965304,0.778709905,1stDEG.COH
0.51197159,0.189536325,0.980112015,0.744001216,RND.PAIR
0.492879738,0.286965813,0.897727425,0.941631304,1stDEG.SEP
0.80847425,0.207614928,0.997250923,0.932843491,RND.PAIR
0.766227274,0.226311778,0.973508705,0.717248799,RND.PAIR
0.752609047,0.132436626,0.97948844,0.681856924,RND.PAIR
0.658737901,0.161083851,0.590494035,0.578213396,1stDEG.SEP
0.57938716,0.166388759,0.961858463,0.662489897,1stDEG.COH
0.722802925,0.351108933,1,0.700319641,1stDEG.SEP
0.757911515,0.227123859,0.984034081,0.929421313,1stDEG.SEP
0.855912857,0.213246415,0.985474732,0.754486823,RND.PAIR
0.703995534,0.148940053,0.962626569,0.370794057,RND.PAIR
0.701541605,0.163445601,0.19060764,0.47501186,RND.PAIR
0.478718209,0.176082024,0.969471473,0.689335691,1stDEG.SEP
0.618230574,0.132973122,0.743475799,0.649046045,RND.PAIR
0.637281777,0.183023013,0.989738588,0.84151726,RND.PAIR
0.766603319,0.223749326,1,0.717358512,RND.PAIR
0.738680527,0.233425023,0.930187627,0.728998581,RND.PAIR
0.717394345,0.306236478,0.66837841,0.930484226,RND.PAIR
0.500599461,0.150658783,0.603028339,0.556454913,RND.PAIR
0.376444643,0.138892559,0.098628276,0.525108361,1stDEG.COH
0.590995627,0.173377382,0.957401551,0.489006267,1stDEG.COH
0.692682898,0.193210802,0.700238729,0.626469363,RND.PAIR
0.867359205,0.213757301,0.743825143,0.579723855,RND.PAIR
0.752545622,0.192169085,0.870367609,0.635312176,1stDEG.SEP
0.68747855,0.184906969,0.959738745,0.488605765,RND.PAIR
0.698160948,0.217506437,0.979824316,0.80784178,RND.PAIR
0.712543808,0.249684718,0.757748449,0.873285282,RND.PAIR
0.656037869,0.124640965,0.728992257,0.687335264,RND.PAIR
0.565909865,0.225602675,0.800960394,0.490492771,RND.PAIR
0.72594884,0.202351685,0.60654328,0.561399825,1stDEG.COH
0.820535946,0.176096719,0.424708733,0.818108235,RND.PAIR
0.682333153,0.174758466,0.837213212,0.516669326,RND.PAIR
0.458813058,0.212122658,0.700837943,0.783846893,1stDEG.SEP
0.668323475,0.187184087,0.982113041,0.568119034,1stDEG.SEP
0.650817894,0.162073585,0.908756128,0.80983618,RND.PAIR
0.553346326,0.143847444,1,0.380870192,1stDEG.SEP
0.624869334,0.151727895,0.985571025,0.521084142,RND.PAIR
0.693909766,0.150290177,0.994645969,0.737254374,RND.PAIR
0.759579448,0.205363451,0.962708931,0.831180883,RND.PAIR
0.869798395,0.252259791,0.791567755,0.480756381,RND.PAIR
0.868818522,0.240408933,0.945260175,0.683848129,RND.PAIR
0.814795649,0.384411367,0.995304383,0.994771522,RND.PAIR
0.799713062,0.225776962,0.99297714,0.912236765,RND.PAIR
0.523126015,0.181436587,0.380001351,0.772932421,RND.PAIR
0.573698464,0.117060545,0.775910487,0.443963359,RND.PAIR
0.836085933,0.188546641,0.91604862,0.577494292,RND.PAIR
0.710085478,0.14686607,0.687402712,0.556962,RND.PAIR
0.556591815,0.149562524,0.948180195,0.821192619,RND.PAIR
0.618735795,0.183612162,0.401004271,0.779250427,RND.PAIR
0.592608975,0.169255457,0.530197156,0.522256017,RND.PAIR
0.805448418,0.29223163,0.503522535,0.874600894,RND.PAIR
0.897761216,0.233617578,0.631687044,0.771549619,RND.PAIR
0.633750849,0.130613676,0.927479619,0.679299514,RND.PAIR
0.971746313,0.419206229,0.993021303,0.894355342,RND.PAIR
0.828833757,0.296663126,0.227436048,0.620921469,1stDEG.COH
0.805550637,0.316942571,0.173366747,0.647264287,1stDEG.COH
0.787574534,0.388032777,0.863502374,0.996246346,1stDEG.SEP
0.427476863,0.162672206,0.731710926,0.356236255,1stDEG.SEP
0.529216543,0.199585938,0.739515665,0.724512595,1stDEG.SEP
0.789494059,0.196967092,0.94651706,0.537914884,RND.PAIR
0.716990386,0.178044763,0.989385495,0.917478015,RND.PAIR
0.469228466,0.170486693,0.265289445,0.27345111,1stDEG.SEP
0.859712581,0.359934612,0.877886073,0.913782914,1stDEG.SEP
0.609893467,0.15001351,0.825953039,0.457278015,RND.PAIR
0.527120323,0.156917988,0.525229128,0.35142497,1stDEG.COH
0.753675152,0.344993841,0.793152684,0.819867762,RND.PAIR
0.728563703,0.150789215,0.703014835,0.607228663,RND.PAIR
0.614799276,0.389410599,0.31716719,0.715040466,1stDEG.SEP
0.545045324,0.145186734,0.490515195,0.467729843,1stDEG.SEP
0.612644363,0.156062555,0.96494407,0.714456119,1stDEG.SEP
0.572471571,0.150384391,0.462930461,0.579085789,RND.PAIR
0.575620294,0.167720483,0.76495833,0.331144339,RND.PAIR
0.93804958,0.232984524,0.935327319,0.822064218,RND.PAIR
0.68333381,0.206017535,0.907386673,0.607847377,1stDEG.SEP
0.433780493,0.217870291,0.837177051,0.402987302,1stDEG.COH
0.836470583,0.208420539,0.979975306,0.554121887,1stDEG.SEP
0.914452621,0.271336271,0.972324667,0.487240952,RND.PAIR
0.735742664,0.264918703,1,0.837177803,RND.PAIR
0.675221302,0.237960016,0.376366641,0.8872391,RND.PAIR
0.508705442,0.157865569,0.231390962,0.206566848,1stDEG.COH
0.641851563,0.352748758,0.537985696,0.972312446,1stDEG.SEP
0.77241305,0.158761711,0.832915054,0.818468665,RND.PAIR
0.806050757,0.20852239,1,0.694894752,RND.PAIR
0.507773126,0.199139816,0.586527019,0.637513668,RND.PAIR
0.743347762,0.201313784,0.886937667,0.53511403,RND.PAIR
0.438063153,0.14911664,0.855390877,0.344158002,RND.PAIR
0.67986371,0.110776228,0.967699454,0.175167059,RND.PAIR
0.727374502,0.235605445,0.990029932,0.694500928,RND.PAIR
0.512677887,0.160792359,0.837768637,0.735121019,RND.PAIR
0.773436572,0.231246016,0.571170168,0.721256786,1stDEG.SEP
0.559446326,0.225977587,0.874226004,0.916775838,1stDEG.SEP
0.502809156,0.227084659,0.650497132,0.916337793,1stDEG.SEP
0.454848488,0.170485402,0.935034446,0.912461481,RND.PAIR
0.660237353,0.210670409,0.920196954,0.823687795,1stDEG.SEP
0.576883058,0.239725215,0.635041713,0.875207135,RND.PAIR
0.620408994,0.155582591,0.933354674,0.78017822,RND.PAIR
0.600193379,0.129587023,0.770969247,0.77091903,RND.PAIR
0.694977208,0.233432202,0.860996398,0.58867544,RND.PAIR
0.549681901,0.140252647,1,0.671103827,1stDEG.COH
0.731816298,0.250413465,0.978371764,0.734705544,RND.PAIR
0.667332158,0.158482772,0.735097571,0.424352998,RND.PAIR
0.646589069,0.17139756,0.835878801,0.312494198,RND.PAIR
0.829862414,0.210111354,0.978087006,0.728161717,RND.PAIR
0.609097238,0.146403149,0.729916535,0.51716907,1stDEG.SEP
0.808491817,0.271299473,0.826315003,0.722612414,RND.PAIR
0.756202734,0.230175706,0.975913314,0.783433664,RND.PAIR
0.563572952,0.141189178,0.720407195,0.297385683,RND.PAIR
0.611599525,0.149129446,0.91373073,0.521316304,1stDEG.SEP
